nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
313183373/react-book,https://github.com/313183373/react-book,2018-08-30T11:31:12+09,2018-09-25T16:06:42+09,3,41093,135,0,0,8,0
shenshuai89/react-book,https://github.com/shenshuai89/react-book,2019-02-18T11:28:52+09,2022-04-17T10:55:36+09,6,35481,3,71,3,15,1
feixiao/react-book,https://github.com/feixiao/react-book,2020-10-29T14:44:06+09,2021-04-12T11:13:26+09,9,53,10,14,5,0,1
