nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork
RevHam1/react-2-afternoon,https://github.com/RevHam1/react-2-afternoon,2018-02-27T04:50:50+09,2018-03-06T16:38:38+09,10
bkchu/react-2-afternoon,https://github.com/bkchu/react-2-afternoon,2018-02-27T03:09:17+09,2018-02-27T10:09:58+09,10
cierajbullock/react-2-afternoon,https://github.com/cierajbullock/react-2-afternoon,2018-01-27T05:17:44+09,2018-02-05T19:59:16+09,7
jordanmbush/react-2-afternoon,https://github.com/jordanmbush/react-2-afternoon,2018-01-30T06:27:17+09,2018-01-30T13:14:08+09,10
munkhtegsh/employee-manager,https://github.com/munkhtegsh/employee-manager,2017-12-15T15:47:02+09,2017-12-20T07:37:52+09,12
brettghays/employee-manager,https://github.com/brettghays/employee-manager,2017-12-16T23:25:47+09,2017-12-17T05:27:09+09,9
FoxChrisRealTheGit/employee-manager,https://github.com/FoxChrisRealTheGit/employee-manager,2017-12-03T09:26:08+09,2017-12-04T02:52:01+09,10
seanqureshi/employee-manager,https://github.com/seanqureshi/employee-manager,2017-08-02T05:21:16+09,2017-10-03T23:34:18+09,9
BeardedGuruYT/employee-manager,https://github.com/BeardedGuruYT/employee-manager,2017-10-02T05:17:39+09,2017-10-02T12:22:51+09,7
sdserage/employee-manager,https://github.com/sdserage/employee-manager,2017-09-12T04:57:00+09,2017-09-12T09:32:12+09,10
jfirwin/employee-manager,https://github.com/jfirwin/employee-manager,2017-09-03T01:33:43+09,2017-09-06T11:28:05+09,9
Sam-Montoya/employee-manager,https://github.com/Sam-Montoya/employee-manager,2017-08-15T04:32:52+09,2017-08-15T07:45:15+09,10
daveguymon/employee-manager,https://github.com/daveguymon/employee-manager,2017-07-06T05:10:06+09,2017-07-06T12:49:23+09,9
lpabst/employee-manager,https://github.com/lpabst/employee-manager,2017-06-14T03:39:31+09,2017-06-14T07:29:40+09,9
jdpabst/employee-manager,https://github.com/jdpabst/employee-manager,2017-06-14T04:08:16+09,2017-06-14T07:06:28+09,8
