nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
drapanjanas/re-natal,https://github.com/drapanjanas/re-natal,2015-11-21T03:27:46+09,2019-05-05T22:32:20+09,460,2403,995,466,74,35,6
haepiAbapma/natal,https://github.com/haepiAbapma/natal,2023-07-06T17:22:16+09,2023-07-06T17:26:53+09,1,309,0,0,0,7,0
