nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
mnorty/react-4-mini,https://github.com/mnorty/react-4-mini,2019-05-15T02:27:27+09,2019-05-15T03:09:04+09,1,85,28,0,0,1,0
oceanawenz/react-4-mini,https://github.com/oceanawenz/react-4-mini,2019-05-22T00:50:53+09,2019-05-22T11:39:03+09,1,41,10,0,0,1,0
kogelmogel/react-4-mini,https://github.com/kogelmogel/react-4-mini,2019-05-28T19:44:33+09,2019-05-28T21:06:28+09,1,94,32,0,0,1,0
cbied/react-4-mini,https://github.com/cbied/react-4-mini,2019-05-29T05:28:25+09,2019-05-29T05:51:14+09,1,74,25,0,0,1,0
esellors/react-4-mini,https://github.com/esellors/react-4-mini,2019-05-29T10:04:31+09,2019-05-29T11:50:49+09,1,102,35,0,0,2,0
derekwoodbury0/react-4-mini,https://github.com/derekwoodbury0/react-4-mini,2019-06-04T03:06:57+09,2019-06-04T05:01:55+09,1,108,36,0,0,1,0
blamb31/react-4-mini,https://github.com/blamb31/react-4-mini,2019-06-04T14:49:39+09,2019-06-05T03:15:39+09,2,87,28,1,0,1,0
jafaralkafar/react-4-mini,https://github.com/jafaralkafar/react-4-mini,2019-06-05T03:05:20+09,2019-06-05T04:19:12+09,1,87,29,0,0,1,0
jacobj31/react-4-mini,https://github.com/jacobj31/react-4-mini,2019-06-05T07:24:23+09,2019-06-05T07:54:45+09,1,40,10,0,0,1,0
DannyStrachan/react-4-mini,https://github.com/DannyStrachan/react-4-mini,2019-07-03T01:07:14+09,2019-07-03T04:35:47+09,1,136,112,0,0,1,0
Morgan-Mischo/react-4-mini,https://github.com/Morgan-Mischo/react-4-mini,2019-07-03T01:09:38+09,2019-07-03T03:30:30+09,1,139,123,0,0,1,0
ehernandez8753/react-4-mini,https://github.com/ehernandez8753/react-4-mini,2019-07-03T01:14:32+09,2019-07-03T03:26:00+09,1,150,114,0,0,2,0
JP-Muller/react-4-mini,https://github.com/JP-Muller/react-4-mini,2019-07-03T01:16:25+09,2019-07-03T04:08:38+09,1,131,111,0,0,1,0
LucasSchaat/react-4-mini,https://github.com/LucasSchaat/react-4-mini,2019-07-03T02:16:43+09,2019-07-03T03:31:13+09,1,139,114,0,0,1,0
sammarston15/react-4-mini,https://github.com/sammarston15/react-4-mini,2019-07-07T01:33:22+09,2019-07-07T03:02:53+09,1,149,113,0,0,1,0
DrewStableBoi/react-4-mini,https://github.com/DrewStableBoi/react-4-mini,2019-07-09T11:47:01+09,2019-07-25T04:13:21+09,1,141,115,0,0,1,0
maliaf9/react-4-mini,https://github.com/maliaf9/react-4-mini,2019-07-10T01:48:05+09,2019-07-10T06:37:56+09,1,10410,7,0,0,2,0
tbr0wn91/react-4-mini,https://github.com/tbr0wn91/react-4-mini,2019-07-10T01:49:18+09,2019-07-11T12:47:44+09,2,13538,110,68,0,21,0
maxFullmer/react-4-mini,https://github.com/maxFullmer/react-4-mini,2019-07-10T12:04:15+09,2019-07-13T08:45:20+09,1,152,116,0,0,1,0
hn4729/react-4-mini,https://github.com/hn4729/react-4-mini,2019-07-17T01:46:04+09,2019-07-17T02:05:33+09,1,143,115,0,0,1,0
nolanjharris/react-4-mini,https://github.com/nolanjharris/react-4-mini,2019-07-17T01:46:10+09,2019-07-17T02:02:24+09,1,135,115,0,0,1,0
ColetonS/react-4-mini,https://github.com/ColetonS/react-4-mini,2019-07-23T23:07:28+09,2019-07-24T03:02:59+09,1,142,114,0,0,1,0
Mahkii900/react-4-mini,https://github.com/Mahkii900/react-4-mini,2019-07-24T06:42:39+09,2019-07-24T07:02:09+09,1,137,115,0,0,1,0
KevinBalbuena/react-4-mini,https://github.com/KevinBalbuena/react-4-mini,2019-08-28T05:22:50+09,2019-08-28T06:43:27+09,3,143,115,0,0,1,0
GMack88/react-4-mini,https://github.com/GMack88/react-4-mini,2019-08-28T05:40:17+09,2019-08-28T06:33:59+09,1,143,115,0,0,1,0
bxker/react-4-mini,https://github.com/bxker/react-4-mini,2019-09-04T01:49:56+09,2019-09-04T02:10:47+09,1,115,108,0,0,1,0
tramynn/react-4-mini,https://github.com/tramynn/react-4-mini,2019-09-04T01:50:14+09,2019-09-04T02:19:23+09,1,784,290,0,0,1,0
madelynarsenault/react-4-mini,https://github.com/madelynarsenault/react-4-mini,2019-09-04T01:53:16+09,2019-09-04T02:18:38+09,1,139,111,0,0,1,0
jaymar85/react-4-mini,https://github.com/jaymar85/react-4-mini,2019-09-04T01:53:39+09,2021-06-18T14:17:51+09,2,20189,162,0,0,1,0
AutoDave91/react-4-mini,https://github.com/AutoDave91/react-4-mini,2019-09-04T01:56:14+09,2019-09-04T02:45:59+09,1,137,115,0,0,1,0
jensenjamison/react-4-mini,https://github.com/jensenjamison/react-4-mini,2019-09-04T01:58:28+09,2019-09-04T03:00:54+09,1,125,105,0,0,1,0
mckaypaswaters/react-4-mini,https://github.com/mckaypaswaters/react-4-mini,2019-09-11T05:40:01+09,2019-09-11T06:18:49+09,1,140,112,0,0,1,0
colefin8/react-4-mini,https://github.com/colefin8/react-4-mini,2019-10-01T04:56:15+09,2019-10-01T05:30:00+09,1,795,302,0,0,1,0
tavasjn/react-4-mini,https://github.com/tavasjn/react-4-mini,2019-10-02T02:40:00+09,2019-10-02T04:53:34+09,1,151,123,0,0,1,0
valAizcorbe/react-4-mini,https://github.com/valAizcorbe/react-4-mini,2019-10-02T02:40:17+09,2019-10-02T04:33:22+09,1,148,126,0,0,1,0
C-E-Campbell/react-4-mini,https://github.com/C-E-Campbell/react-4-mini,2019-10-16T05:24:06+09,2019-10-16T05:45:16+09,2,218,189,0,0,1,0
JosefWalls/react-4-mini,https://github.com/JosefWalls/react-4-mini,2019-10-16T10:04:32+09,2019-10-16T12:19:41+09,1,780,297,0,0,1,0
GregKezo/react-4-mini,https://github.com/GregKezo/react-4-mini,2019-12-04T01:49:43+09,2019-12-04T03:39:42+09,1,10347,193,0,0,2,0
gray-luker-wlh13/react-4-mini,https://github.com/gray-luker-wlh13/react-4-mini,2019-12-04T02:54:50+09,2019-12-04T03:27:53+09,2,150,132,0,0,1,0
WLH13/react-4-mini,https://github.com/WLH13/react-4-mini,2019-12-04T03:08:41+09,2019-12-04T04:44:40+09,1,147,129,0,0,1,0
casualtea4/react-4-mini,https://github.com/casualtea4/react-4-mini,2019-12-04T03:12:57+09,2019-12-04T03:48:15+09,1,274,129,1,1,7,0
sarmadkhan1991/react-4-mini,https://github.com/sarmadkhan1991/react-4-mini,2019-12-04T05:13:16+09,2019-12-04T05:54:53+09,1,151,129,0,0,1,0
jz1611/react-4-mini,https://github.com/jz1611/react-4-mini,2019-12-04T05:29:23+09,2019-12-04T05:58:20+09,1,227,227,0,0,1,0
phoenixoconnell/react-4-mini,https://github.com/phoenixoconnell/react-4-mini,2019-12-18T00:35:07+09,2019-12-18T01:53:52+09,1,160,132,0,0,1,0
josialexa/react-4-mini,https://github.com/josialexa/react-4-mini,2019-12-18T01:18:17+09,2019-12-18T02:16:19+09,1,167,132,0,0,2,0
suheylatayfun/react-4-mini,https://github.com/suheylatayfun/react-4-mini,2019-12-18T07:29:01+09,2020-02-05T07:32:18+09,1,152,129,0,0,1,0
banderson19/react-4-mini,https://github.com/banderson19/react-4-mini,2019-12-27T04:20:00+09,2019-12-27T04:59:45+09,1,83,102,0,0,1,0
amantina05/react-4-mini,https://github.com/amantina05/react-4-mini,2020-01-07T09:12:18+09,2020-01-07T09:39:59+09,1,177,149,0,0,1,0
Bat-Cave/react-4-mini,https://github.com/Bat-Cave/react-4-mini,2020-01-24T03:00:13+09,2020-01-24T03:38:33+09,1,17011,129,0,0,9,0
WLH-15/react-4-mini,https://github.com/WLH-15/react-4-mini,2020-01-24T03:05:12+09,2020-01-24T03:51:07+09,1,149,129,0,0,1,0
BenDehlin/react-4-mini,https://github.com/BenDehlin/react-4-mini,2020-01-24T03:05:25+09,2020-01-24T03:36:06+09,1,155,132,0,0,1,0
korigandolph/react-4-mini,https://github.com/korigandolph/react-4-mini,2020-01-24T03:05:50+09,2020-01-24T03:37:00+09,1,151,129,0,0,3,0
Xadr123/react-4-mini,https://github.com/Xadr123/react-4-mini,2020-02-14T02:42:22+09,2020-02-14T04:01:47+09,1,155,132,0,0,1,0
WLH-16/react-4-mini,https://github.com/WLH-16/react-4-mini,2020-02-14T02:42:23+09,2020-02-14T06:08:12+09,1,154,129,0,0,1,0
Stimukil/react-4-mini,https://github.com/Stimukil/react-4-mini,2020-02-14T02:42:23+09,2020-02-14T04:02:17+09,1,153,129,0,0,1,0
littlehiawatha-wlh16/react-4-mini,https://github.com/littlehiawatha-wlh16/react-4-mini,2020-02-14T02:42:37+09,2020-02-14T04:02:31+09,1,614,216,0,0,1,0
thisispreston/react-4-mini,https://github.com/thisispreston/react-4-mini,2020-02-14T02:43:03+09,2020-02-14T03:59:38+09,1,163,132,0,0,1,0
YesPhineas/react-4-mini,https://github.com/YesPhineas/react-4-mini,2020-02-14T02:43:24+09,2020-02-14T04:03:02+09,1,154,132,0,0,1,0
RAposhian/react-4-mini,https://github.com/RAposhian/react-4-mini,2020-03-12T23:37:52+09,2020-03-13T02:28:37+09,1,150,132,0,0,1,0
austin-karren/react-4-mini,https://github.com/austin-karren/react-4-mini,2020-03-13T02:15:06+09,2021-01-15T06:28:55+09,1,17025,132,0,0,9,0
drew0821/react-4-mini,https://github.com/drew0821/react-4-mini,2020-03-13T02:17:01+09,2020-03-13T02:56:33+09,1,158,130,0,0,1,0
Tallons/react-4-mini,https://github.com/Tallons/react-4-mini,2020-03-13T02:17:14+09,2020-03-13T02:55:19+09,1,155,129,0,0,1,0
heysarahmichelle/react-4-mini,https://github.com/heysarahmichelle/react-4-mini,2020-03-13T02:18:02+09,2020-03-13T02:51:32+09,1,428,220,0,0,1,0
MCayetano/react-4-mini,https://github.com/MCayetano/react-4-mini,2020-04-01T03:02:20+09,2020-04-01T04:17:23+09,1,157,130,0,0,1,0
dm-wr1/react-4-mini,https://github.com/dm-wr1/react-4-mini,2020-05-29T02:26:43+09,2020-05-29T03:35:31+09,1,156,137,0,0,1,0
AvocadoCasualty/react-4-mini,https://github.com/AvocadoCasualty/react-4-mini,2020-05-29T02:26:45+09,2020-05-29T07:33:20+09,1,201,140,0,0,7,0
jeffpalm/react-4-mini,https://github.com/jeffpalm/react-4-mini,2020-05-29T02:26:49+09,2020-05-29T03:33:21+09,1,238,216,0,0,1,0
chasedurrett/react-4-mini,https://github.com/chasedurrett/react-4-mini,2020-05-29T02:26:53+09,2020-05-29T03:42:46+09,1,153,134,0,0,1,0
bbdoggett3/react-4-mini,https://github.com/bbdoggett3/react-4-mini,2020-05-29T02:26:58+09,2020-05-29T02:59:24+09,1,140,131,0,0,1,0
Jamin13P/react-4-mini,https://github.com/Jamin13P/react-4-mini,2020-05-29T02:27:01+09,2020-05-29T03:34:01+09,1,160,140,0,0,1,0
BrianDeSplinter/react-4-mini,https://github.com/BrianDeSplinter/react-4-mini,2020-05-29T02:27:03+09,2020-05-29T05:37:29+09,1,155,137,0,0,1,0
jgibbons7/react-4-mini,https://github.com/jgibbons7/react-4-mini,2020-05-29T02:27:05+09,2020-05-29T03:33:04+09,1,151,137,0,0,1,0
StephenLespron/react-4-mini,https://github.com/StephenLespron/react-4-mini,2020-05-29T02:27:06+09,2020-05-29T06:11:47+09,1,164,142,0,0,1,0
andyb95/react-4-mini,https://github.com/andyb95/react-4-mini,2020-05-29T02:27:20+09,2020-05-29T03:32:56+09,1,155,137,0,0,1,0
MurrTuck/react-4-mini,https://github.com/MurrTuck/react-4-mini,2020-05-29T02:29:05+09,2020-05-29T03:32:26+09,1,158,137,0,0,1,0
AislinnRay/react-4-mini,https://github.com/AislinnRay/react-4-mini,2020-05-29T02:35:10+09,2020-05-29T03:17:49+09,2,147,134,0,0,1,0
mattostraszewski/react-4-mini,https://github.com/mattostraszewski/react-4-mini,2020-06-02T08:58:34+09,2020-06-02T09:59:49+09,2,149,136,0,0,1,0
dm-wr2/react-4-mini,https://github.com/dm-wr2/react-4-mini,2020-07-03T00:49:35+09,2020-07-03T02:31:34+09,1,155,135,0,0,1,0
GKAtwood/react-4-mini,https://github.com/GKAtwood/react-4-mini,2020-07-03T00:50:14+09,2020-07-03T02:31:56+09,1,162,135,0,0,1,0
karlo0319/react-4-mini,https://github.com/karlo0319/react-4-mini,2020-07-03T00:50:34+09,2020-07-03T02:31:10+09,1,160,135,0,0,1,0
jimmurphyiv/react-4-mini,https://github.com/jimmurphyiv/react-4-mini,2020-07-03T01:08:10+09,2020-07-03T05:09:02+09,4,159,135,0,0,1,0
azakimi123/react-4-mini,https://github.com/azakimi123/react-4-mini,2020-07-03T01:09:19+09,2020-07-03T02:31:21+09,1,157,135,0,0,1,0
arc12420/react-4-mini,https://github.com/arc12420/react-4-mini,2020-08-06T04:32:08+09,2020-08-06T09:40:32+09,1,155,135,0,0,1,0
keatonBraith/react-4-mini,https://github.com/keatonBraith/react-4-mini,2020-08-06T05:16:33+09,2020-08-06T07:24:06+09,1,157,137,0,0,1,0
RyanM245/react-4-mini,https://github.com/RyanM245/react-4-mini,2020-08-06T07:22:14+09,2020-08-06T09:40:11+09,1,154,135,0,0,1,0
kobrabson/react-4-mini,https://github.com/kobrabson/react-4-mini,2020-08-06T23:57:34+09,2020-08-07T03:29:26+09,2,159,135,0,0,1,0
noalbrown/react-4-mini,https://github.com/noalbrown/react-4-mini,2020-08-07T00:54:28+09,2020-08-07T03:30:18+09,1,153,135,0,0,1,0
TGridley-Projects/react-4-mini,https://github.com/TGridley-Projects/react-4-mini,2020-08-07T01:27:43+09,2020-08-07T03:31:49+09,1,155,135,0,0,1,0
Chris20200159/react-4-mini,https://github.com/Chris20200159/react-4-mini,2020-08-07T01:32:19+09,2020-08-07T03:45:22+09,2,161,138,0,0,1,0
MorganShaw/react-4-mini,https://github.com/MorganShaw/react-4-mini,2020-08-07T01:55:28+09,2020-08-07T03:32:44+09,3,163,134,0,0,1,0
DevMountain-WR5/react-4-mini,https://github.com/DevMountain-WR5/react-4-mini,2020-10-02T00:55:35+09,2020-10-02T02:35:16+09,1,164,135,0,0,1,0
toddmnortonCO/react-4-mini,https://github.com/toddmnortonCO/react-4-mini,2020-10-02T01:09:20+09,2020-10-02T01:53:13+09,1,1987,439,0,0,1,0
AlexEBean/react-4-mini,https://github.com/AlexEBean/react-4-mini,2020-11-03T10:40:38+09,2020-11-06T04:01:26+09,1,160,138,0,0,1,0
colin-shreeder/react-4-mini,https://github.com/colin-shreeder/react-4-mini,2020-11-06T02:29:03+09,2021-02-23T09:27:56+09,5,672,559,0,325,8,1
StevenLarsen23/react-4-mini,https://github.com/StevenLarsen23/react-4-mini,2020-11-06T03:09:08+09,2020-11-06T04:00:31+09,1,157,135,0,0,1,0
janiecodes/react-4-mini,https://github.com/janiecodes/react-4-mini,2020-11-06T03:09:15+09,2020-11-06T03:58:52+09,1,158,134,0,0,1,0
angelikahoeflich/react-4-mini,https://github.com/angelikahoeflich/react-4-mini,2020-11-06T03:12:11+09,2020-11-06T05:01:56+09,1,157,135,0,0,1,0
HeroG23/react-4-mini,https://github.com/HeroG23/react-4-mini,2020-11-06T03:12:51+09,2020-11-06T03:43:07+09,2,168,145,0,0,1,0
adlerk8/react-4-mini,https://github.com/adlerk8/react-4-mini,2020-11-06T03:14:49+09,2020-11-06T06:02:10+09,1,155,135,0,0,1,0
DevMountain-WR8/react-4-mini,https://github.com/DevMountain-WR8/react-4-mini,2021-01-13T01:44:08+09,2021-01-13T03:38:44+09,1,159,135,0,0,1,0
MurrTuck/react-4-mini,https://github.com/MurrTuck/react-4-mini,2020-05-29T02:29:05+09,2020-05-29T03:32:26+09,1,158,137,0,0,1,0
AislinnRay/react-4-mini,https://github.com/AislinnRay/react-4-mini,2020-05-29T02:35:10+09,2020-05-29T03:17:49+09,2,147,134,0,0,1,0
mattostraszewski/react-4-mini,https://github.com/mattostraszewski/react-4-mini,2020-06-02T08:58:34+09,2020-06-02T09:59:49+09,2,149,136,0,0,1,0
dm-wr2/react-4-mini,https://github.com/dm-wr2/react-4-mini,2020-07-03T00:49:35+09,2020-07-03T02:31:34+09,1,155,135,0,0,1,0
GKAtwood/react-4-mini,https://github.com/GKAtwood/react-4-mini,2020-07-03T00:50:14+09,2020-07-03T02:31:56+09,1,162,135,0,0,1,0
karlo0319/react-4-mini,https://github.com/karlo0319/react-4-mini,2020-07-03T00:50:34+09,2020-07-03T02:31:10+09,1,160,135,0,0,1,0
jimmurphyiv/react-4-mini,https://github.com/jimmurphyiv/react-4-mini,2020-07-03T01:08:10+09,2020-07-03T05:09:02+09,4,159,135,0,0,1,0
azakimi123/react-4-mini,https://github.com/azakimi123/react-4-mini,2020-07-03T01:09:19+09,2020-07-03T02:31:21+09,1,157,135,0,0,1,0
arc12420/react-4-mini,https://github.com/arc12420/react-4-mini,2020-08-06T04:32:08+09,2020-08-06T09:40:32+09,1,155,135,0,0,1,0
keatonBraith/react-4-mini,https://github.com/keatonBraith/react-4-mini,2020-08-06T05:16:33+09,2020-08-06T07:24:06+09,1,157,137,0,0,1,0
RyanM245/react-4-mini,https://github.com/RyanM245/react-4-mini,2020-08-06T07:22:14+09,2020-08-06T09:40:11+09,1,154,135,0,0,1,0
kobrabson/react-4-mini,https://github.com/kobrabson/react-4-mini,2020-08-06T23:57:34+09,2020-08-07T03:29:26+09,2,159,135,0,0,1,0
noalbrown/react-4-mini,https://github.com/noalbrown/react-4-mini,2020-08-07T00:54:28+09,2020-08-07T03:30:18+09,1,153,135,0,0,1,0
TGridley-Projects/react-4-mini,https://github.com/TGridley-Projects/react-4-mini,2020-08-07T01:27:43+09,2020-08-07T03:31:49+09,1,155,135,0,0,1,0
Chris20200159/react-4-mini,https://github.com/Chris20200159/react-4-mini,2020-08-07T01:32:19+09,2020-08-07T03:45:22+09,2,161,138,0,0,1,0
MorganShaw/react-4-mini,https://github.com/MorganShaw/react-4-mini,2020-08-07T01:55:28+09,2020-08-07T03:32:44+09,3,163,134,0,0,1,0
DevMountain-WR5/react-4-mini,https://github.com/DevMountain-WR5/react-4-mini,2020-10-02T00:55:35+09,2020-10-02T02:35:16+09,1,164,135,0,0,1,0
toddmnortonCO/react-4-mini,https://github.com/toddmnortonCO/react-4-mini,2020-10-02T01:09:20+09,2020-10-02T01:53:13+09,1,1987,439,0,0,1,0
AlexEBean/react-4-mini,https://github.com/AlexEBean/react-4-mini,2020-11-03T10:40:38+09,2020-11-06T04:01:26+09,1,160,138,0,0,1,0
colin-shreeder/react-4-mini,https://github.com/colin-shreeder/react-4-mini,2020-11-06T02:29:03+09,2021-02-23T09:27:56+09,5,672,559,0,325,8,1
StevenLarsen23/react-4-mini,https://github.com/StevenLarsen23/react-4-mini,2020-11-06T03:09:08+09,2020-11-06T04:00:31+09,1,157,135,0,0,1,0
janiecodes/react-4-mini,https://github.com/janiecodes/react-4-mini,2020-11-06T03:09:15+09,2020-11-06T03:58:52+09,1,158,134,0,0,1,0
angelikahoeflich/react-4-mini,https://github.com/angelikahoeflich/react-4-mini,2020-11-06T03:12:11+09,2020-11-06T05:01:56+09,1,157,135,0,0,1,0
HeroG23/react-4-mini,https://github.com/HeroG23/react-4-mini,2020-11-06T03:12:51+09,2020-11-06T03:43:07+09,2,168,145,0,0,1,0
adlerk8/react-4-mini,https://github.com/adlerk8/react-4-mini,2020-11-06T03:14:49+09,2020-11-06T06:02:10+09,1,155,135,0,0,1,0
DevMountain-WR8/react-4-mini,https://github.com/DevMountain-WR8/react-4-mini,2021-01-13T01:44:08+09,2021-01-13T03:38:44+09,1,159,135,0,0,1,0
