nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
younesqubati/BeautifulRestApi,https://github.com/younesqubati/BeautifulRestApi,2018-10-12T13:45:56+09,2018-10-12T13:59:07+09,1,10,0,0,0,0,0
ultimatixarup/BeautifulRestApi,https://github.com/ultimatixarup/BeautifulRestApi,2018-11-15T00:13:00+09,2018-11-15T00:19:53+09,1,14,0,0,0,1,0
segadmitr/BeautifulRestApi,https://github.com/segadmitr/BeautifulRestApi,2019-02-18T22:22:33+09,2019-02-20T15:59:16+09,3,19,16,0,0,0,0
uvttest2603/BeautifulRestApi,https://github.com/uvttest2603/BeautifulRestApi,2019-04-11T14:30:07+09,2019-04-18T18:09:35+09,6,22,4,1,0,1,0
sreejithuvt/BeautifulRestApi,https://github.com/sreejithuvt/BeautifulRestApi,2019-04-13T16:54:30+09,2019-04-24T16:22:24+09,14,229,5,3,1,11,0
sreeniakr/BeautifulRestApi,https://github.com/sreeniakr/BeautifulRestApi,2019-04-18T19:46:38+09,2019-04-18T20:01:10+09,1,34,0,0,0,1,0
doror1989/BeautifulRestApi,https://github.com/doror1989/BeautifulRestApi,2023-08-02T21:29:28+09,2023-10-23T22:05:47+09,18,68,1785,1,398,2,38
acme-corp-it/BeautifulRestApi,https://github.com/acme-corp-it/BeautifulRestApi,2023-11-10T00:29:32+09,2023-11-10T00:29:50+09,1,1,1,1,1,0,0
