nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
nifengxiao/MarqueeViewLibrary,https://github.com/nifengxiao/MarqueeViewLibrary,2018-01-15T17:51:02+09,2018-01-15T18:27:26+09,1,1,1,0,0,0,0
VolleyCN/MarqueeViewLibrary,https://github.com/VolleyCN/MarqueeViewLibrary,2020-12-18T13:49:59+09,2020-12-18T18:32:21+09,5,210,126,0,0,1,3
chenyunecjtu/MarqueeViewLibrary,https://github.com/chenyunecjtu/MarqueeViewLibrary,2021-12-29T15:14:49+09,2021-12-30T11:14:58+09,4,54,164,8,1,1,6
