nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
GL-A/home-loan-wizard,https://github.com/GL-A/home-loan-wizard,2017-07-11T02:25:07+09,2017-07-11T06:59:10+09,1,391,213,0,0,1,0
ikhem/home-loan-wizard,https://github.com/ikhem/home-loan-wizard,2017-07-11T04:22:04+09,2017-07-11T07:40:11+09,1,7348,256,0,0,2,0
daveguymon/home-loan-wizard,https://github.com/daveguymon/home-loan-wizard,2017-07-11T04:24:47+09,2017-07-11T07:45:54+09,1,7812,298,0,0,2,0
cmwilson88/home-loan-wizard,https://github.com/cmwilson88/home-loan-wizard,2017-07-11T04:59:44+09,2017-07-11T23:18:37+09,1,10748,291,0,0,13,0
janises/home-loan-wizard,https://github.com/janises/home-loan-wizard,2017-08-08T08:16:25+09,2017-08-09T06:07:26+09,1,10346,156,0,0,2,0
emkeator/home-loan-wizard,https://github.com/emkeator/home-loan-wizard,2017-08-09T03:31:46+09,2017-08-09T06:47:30+09,1,375,285,0,0,1,0
CharlesMurphy94/home-loan-wizard,https://github.com/CharlesMurphy94/home-loan-wizard,2017-08-09T06:02:58+09,2017-08-09T10:04:59+09,1,351,166,0,0,1,0
brockpettyjohn/home-loan-wizard,https://github.com/brockpettyjohn/home-loan-wizard,2017-08-26T04:25:36+09,2017-08-26T08:47:41+09,1,11581,274,0,0,2,0
taylormckay68/home-loan-wizard,https://github.com/taylormckay68/home-loan-wizard,2017-08-27T23:11:00+09,2017-08-28T11:53:18+09,5,571,262,0,0,0,0
tb-44/home-loan-wizard,https://github.com/tb-44/home-loan-wizard,2017-08-29T04:56:37+09,2017-08-29T08:32:15+09,1,535,238,0,0,1,0
ShawnKoga/home-loan-wizard,https://github.com/ShawnKoga/home-loan-wizard,2017-08-29T04:57:24+09,2017-08-30T00:04:08+09,1,11740,182,0,0,2,0
anthony-montoya/home-loan-wizard,https://github.com/anthony-montoya/home-loan-wizard,2017-08-29T05:01:01+09,2017-08-29T07:51:28+09,1,11722,323,0,0,2,0
BlakeMAdams/home-loan-wizard,https://github.com/BlakeMAdams/home-loan-wizard,2017-08-29T05:01:21+09,2017-08-29T07:44:40+09,2,10505,111,0,0,2,0
kswensen/home-loan-wizard,https://github.com/kswensen/home-loan-wizard,2017-08-29T05:01:59+09,2017-08-29T07:39:08+09,1,10743,317,0,0,2,0
MeganMFisher/home-loan-wizard,https://github.com/MeganMFisher/home-loan-wizard,2017-08-29T06:06:08+09,2017-12-19T04:20:35+09,10,12133,239,1,1,2,0
anguyen3407/home-loan-wizard,https://github.com/anguyen3407/home-loan-wizard,2017-09-12T06:27:40+09,2017-10-11T13:24:14+09,1,196,125,0,0,1,0
gjkthx/home-loan-wizard,https://github.com/gjkthx/home-loan-wizard,2017-09-21T03:37:08+09,2017-09-22T04:57:57+09,1,11689,186,0,0,2,0
bethtelford/home-loan-wizard,https://github.com/bethtelford/home-loan-wizard,2017-09-26T00:11:33+09,2017-09-27T00:13:55+09,1,1,1,1,1,0,0
jacobcarey93/home-loan-wizard,https://github.com/jacobcarey93/home-loan-wizard,2017-09-26T02:52:32+09,2017-09-26T05:16:12+09,1,11914,231,0,0,2,0
travisdbates/home-loan-wizard,https://github.com/travisdbates/home-loan-wizard,2017-09-26T03:04:55+09,2017-09-26T06:55:49+09,1,11878,439,0,0,2,0
ryanjparke/home-loan-wizard,https://github.com/ryanjparke/home-loan-wizard,2017-09-26T04:25:14+09,2017-09-27T05:02:32+09,1,11933,215,0,0,2,0
DJBarBar/home-loan-wizard,https://github.com/DJBarBar/home-loan-wizard,2017-09-26T04:25:36+09,2017-09-27T00:50:13+09,1,11067,433,0,0,3,0
chasewdavis/home-loan-wizard,https://github.com/chasewdavis/home-loan-wizard,2017-09-26T04:32:32+09,2017-09-26T07:31:45+09,1,11502,133,0,0,2,0
meganfmiller/home-loan-wizard,https://github.com/meganfmiller/home-loan-wizard,2017-09-26T04:46:12+09,2017-09-26T08:35:27+09,1,493,184,0,0,1,0
taylorsam209/home-loan-wizard,https://github.com/taylorsam209/home-loan-wizard,2017-09-26T04:46:48+09,2017-09-26T07:32:20+09,1,524,260,0,0,1,0
sdserage/home-loan-wizard,https://github.com/sdserage/home-loan-wizard,2017-09-26T04:48:18+09,2017-09-26T08:53:02+09,10,10808,208,0,0,2,0
mikelnorth/home-loan-wizard,https://github.com/mikelnorth/home-loan-wizard,2017-09-26T04:50:01+09,2017-09-26T09:39:27+09,1,917,272,0,0,2,0
Jadeng24/home-loan-wizard,https://github.com/Jadeng24/home-loan-wizard,2017-09-26T04:52:24+09,2017-10-04T23:58:34+09,1,11823,298,0,0,2,0
kapehe-ok/home-loan-wizard,https://github.com/kapehe-ok/home-loan-wizard,2017-09-26T08:27:34+09,2017-09-26T12:40:28+09,1,12030,426,0,0,2,0
DevMountain-QA/home-loan-wizard,https://github.com/DevMountain-QA/home-loan-wizard,2017-10-06T04:40:43+09,2019-05-15T04:23:44+09,16,719,2853,147,2457,6,0
jfirwin/home-loan-wizard,https://github.com/jfirwin/home-loan-wizard,2017-10-08T00:09:36+09,2017-10-08T02:03:24+09,3,43,123,0,0,1,0
