nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
pinopisello/letters-social,https://github.com/pinopisello/letters-social,2017-02-04T11:14:42+09,2017-02-04T13:37:41+09,3,167,42,0,0,3,0
butcherpete/letters-social,https://github.com/butcherpete/letters-social,2019-02-16T07:04:36+09,2019-03-26T03:27:40+09,1,1,11,0,0,0,0
Bavichi/letters-social,https://github.com/Bavichi/letters-social,2020-02-26T22:50:44+09,2020-03-09T21:43:46+09,1,0,42531,0,42,0,276
flyonok/letters-social,https://github.com/flyonok/letters-social,2021-07-19T16:54:33+09,2021-07-19T18:37:09+09,1,1,1,0,0,0,0
