nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files,commitedDate_unix,commitedDate_norm,commit_count_norm,insertion_lines_norm,deletion_lines_norm,insertion_lines_readme_norm,deletion_lines_readme_norm,create_files_norm,delete_files_norm,score
annejan/felony,https://github.com/annejan/felony,2016-07-04T22:24:51+09,2019-06-25 17:37:54+09:00,86,574,497,20,6,4,0,1561451874,0.515553925286048,1.0,1.0,1.0,1.0,0.6,1.0,,
sowbug/felony,https://github.com/sowbug/felony,2016-07-05T01:07:53+09,2016-07-05 01:08:38+09:00,1,1,1,1,1,0,0,1467648518,0.0,0.0,0.0,0.0,0.05,0.1,0.0,,
maniacs-satm/felony,https://github.com/maniacs-satm/felony,2016-07-05T12:55:41+09,2016-09-03 08:47:37+09:00,55,241,53,15,4,4,0,1472860057,0.02864321174427198,0.6352941176470588,0.418848167539267,0.10483870967741936,0.75,0.4,1.0,,
brbsix/felony,https://github.com/brbsix/felony,2016-07-06T18:07:37+09,2016-07-08 14:16:11+09:00,6,30,5,0,0,1,0,1467954971,0.0016843005815877768,0.058823529411764705,0.0506108202443281,0.008064516129032258,0.0,0.0,0.25,,
H1d3r/felony,https://github.com/H1d3r/felony,2016-07-08T00:34:04+09,2019-03-27 11:13:23+09:00,69,567,494,19,10,4,0,1553652803,0.4726893430462123,0.8,0.987783595113438,0.9939516129032258,0.95,1.0,1.0,,
amilajack/felony,https://github.com/amilajack/felony,2016-07-08T03:40:55+09,2016-07-12 06:03:38+09:00,7,42,17,0,0,0,0,1468271018,0.003421330879574979,0.07058823529411765,0.07155322862129145,0.03225806451612903,0.0,0.0,0.0,,
greg-js/felony,https://github.com/greg-js/felony,2016-07-09T23:15:24+09,2016-07-13 00:28:20+09:00,7,56,24,0,0,0,0,1468337300,0.00378562429862717,0.07058823529411765,0.09598603839441536,0.046370967741935484,0.0,0.0,0.0,,
adam-keim/felony,https://github.com/adam-keim/felony,2016-07-12T02:35:49+09,2016-07-13 01:07:21+09:00,7,17,9,0,0,0,0,1468339641,0.003798490701179917,0.07058823529411765,0.027923211169284468,0.016129032258064516,0.0,0.0,0.0,,
genecyber/nuGpg,https://github.com/genecyber/nuGpg,2016-10-25T13:28:46+09,2016-10-25 13:37:19+09:00,1,8,7,8,7,0,0,1477370239,0.05343168555809244,0.0,0.012216404886561954,0.012096774193548387,0.4,0.7,0.0,,
lololosys/felony,https://github.com/lololosys/felony,2017-10-05T23:28:35+09,2017-10-05 23:32:37+09:00,1,2,2,0,0,0,0,1507213957,0.21745615777452237,0.0,0.0017452006980802793,0.0020161290322580645,0.0,0.0,0.0,,
absalomedia/felony,https://github.com/absalomedia/felony,2019-11-01T12:07:51+09,2022-04-10 21:54:18+09:00,78,160,93,0,0,2,0,1649595258,1.0,0.9058823529411765,0.2774869109947644,0.18548387096774194,0.0,0.0,0.5,,
