nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
haohailiang/IMOOC-React,https://github.com/haohailiang/IMOOC-React,2018-05-07T00:43:22+09,2018-06-23T22:43:08+09,54,22913,493,85,0,67,0
LeezhiWen/IMOOC-React,https://github.com/LeezhiWen/IMOOC-React,2018-08-08T16:52:30+09,2018-08-17T18:14:00+09,1,0,0,0,0,1,0
pengweibin/IMOOC-React,https://github.com/pengweibin/IMOOC-React,2019-01-10T15:35:41+09,2019-02-20T11:31:24+09,17,33197,15,0,0,18,0
LiPusen/IMOOC-React,https://github.com/LiPusen/IMOOC-React,2020-03-31T19:06:47+09,2020-05-02T20:29:42+09,1,8990,3,28,2,38,0
