nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files,commitedDate_unix,commitedDate_norm,commit_count_norm,insertion_lines_norm,deletion_lines_norm,insertion_lines_readme_norm,deletion_lines_readme_norm,create_files_norm,delete_files_norm,score
ashline/react-router-firebase-auth,https://github.com/ashline/react-router-firebase-auth,2017-06-09T23:36:25+09,2017-06-16 18:56:46+09:00,4,5553,48,1,1,11,1,1497607006,0.21056151435895337,0.125,0.27789747958109934,0.2727272727272727,0.2,0.3333333333333333,0.11,1.0,0.3161899500000824
cem2ran/react-router-firebase-auth,https://github.com/cem2ran/react-router-firebase-auth,2015-11-02T23:36:51+09,2015-11-04 20:51:43+09:00,1,198,176,1,3,2,0,1446637903,0.0,0.0,0.00957057673999098,1.0,0.2,1.0,0.02,0.0,0.2786963220924989
lustscidstatra/react-router-firebase-auth,https://github.com/lustscidstatra/react-router-firebase-auth,2023-07-07T12:06:00+09,2023-07-07 12:31:11+09:00,1,3895,0,0,0,100,0,1688700671,1.0,0.0,0.19481886055018288,0.0,0.0,0.0,1.0,0.0,0.27435235756877285
schach0415/FindCapsule2,https://github.com/schach0415/FindCapsule2,2018-04-10T07:28:44+09,2018-04-12 04:37:54+09:00,7,19964,79,0,0,3,0,1523475474,0.31742829198747324,0.25,1.0,0.44886363636363635,0.0,0.0,0.03,0.0,0.2557864910438887
hussain-imtiaz/react-router-firebase-auth,https://github.com/hussain-imtiaz/react-router-firebase-auth,2021-09-22T20:59:48+09,2021-09-22 22:26:49+09:00,5,12338,18,0,0,21,0,1632317209,0.7670709028659872,0.16666666666666666,0.6178784386430827,0.10227272727272728,0.0,0.0,0.21,0.0,0.232986091931058
A-Singleton/react-router-firebase-auth,https://github.com/A-Singleton/react-router-firebase-auth,2017-08-02T10:49:32+09,2017-09-07 05:17:48+09:00,25,2773,25,0,0,20,0,1504729068,0.2399838912855859,1.0,0.13859798566918877,0.14204545454545456,0.0,0.0,0.2,0.0,0.21507841643752865
stungkit/react-router-firebase-auth,https://github.com/stungkit/react-router-firebase-auth,2017-12-04T09:53:42+09,2017-12-29 02:28:54+09:00,3,34,0,5,0,2,0,1514482134,0.2802753664289256,0.08333333333333333,0.0013529087538207145,0.0,1.0,0.0,0.02,0.0,0.17312020106450998
jephjohnson/react-router-firebase-auth,https://github.com/jephjohnson/react-router-firebase-auth,2017-02-24T11:01:45+09,2017-02-24 12:01:46+09:00,6,150,11,1,1,2,0,1487905306,0.17048224037494275,0.20833333333333334,0.007165405622087488,0.0625,0.2,0.3333333333333333,0.02,0.0,0.12522678908296211
rpassafaro/react-router-firebase-auth,https://github.com/rpassafaro/react-router-firebase-auth,2017-08-10T19:59:10+09,2017-08-11 05:13:29+09:00,1,7940,4,0,0,1,0,1502396009,0.230345651504737,0.0,0.39750463496517513,0.022727272727272728,0.0,0.0,0.01,0.0,0.08257219489964811
simoneduca/todolist,https://github.com/simoneduca/todolist,2016-11-21T19:58:28+09,2016-11-30 00:48:38+09:00,6,476,24,0,0,14,0,1480434518,0.13961922058166334,0.20833333333333334,0.02350052613118204,0.13636363636363635,0.0,0.0,0.14,0.0,0.08097708955122689
AdithyaBhat17/react-router-firebase-auth,https://github.com/AdithyaBhat17/react-router-firebase-auth,2018-08-23T23:10:59+09,2019-11-23 23:58:41+09:00,1,7,9,0,0,0,0,1574521121,0.5283060218496717,0.0,0.0,0.05113636363636364,0.0,0.0,0.0,0.0,0.07243029818575442
just214/react-router-firebase-auth,https://github.com/just214/react-router-firebase-auth,2017-02-02T02:18:18+09,2017-02-02 02:40:04+09:00,1,18,17,1,0,0,0,1485970804,0.1624905032896261,0.0,0.0005511850478528837,0.09659090909090909,0.2,0.0,0.0,0.0,0.05745407467854851
msvzero/react-router-firebase-auth,https://github.com/msvzero/react-router-firebase-auth,2018-02-04T12:16:28+09,2018-12-07 01:33:43+09:00,1,8,0,0,0,1,0,1544114023,0.40268943797255097,0.0,5.0107731622989425e-05,0.0,0.0,0.0,0.01,0.0,0.05159244321302175
cesarrodas/react-router-firebase-auth,https://github.com/cesarrodas/react-router-firebase-auth,2016-05-27T01:34:01+09,2016-05-28 00:46:04+09:00,2,48,42,0,0,0,0,1464363964,0.07322919235559597,0.041666666666666664,0.0020544169965425667,0.23863636363636365,0.0,0.0,0.0,0.0,0.04444832995689611
