nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
JerryChen559/react-5-mini,https://github.com/JerryChen559/react-5-mini,2018-10-16T00:55:59+09,2018-10-16T02:33:21+09,1,11976,12,0,0,2,1
extra-practice-devmtn/react-5-mini,https://github.com/extra-practice-devmtn/react-5-mini,2018-10-16T01:29:42+09,2018-10-16T02:32:23+09,1,11952,8,0,0,1,0
A-R0n/react-5-mini,https://github.com/A-R0n/react-5-mini,2018-10-16T01:30:28+09,2018-10-16T08:21:11+09,1,12026,8,0,0,2,0
khamwas/react-5-mini,https://github.com/khamwas/react-5-mini,2018-10-16T01:30:41+09,2018-10-16T02:33:32+09,1,11948,12,0,0,1,0
narkane/react-5-mini,https://github.com/narkane/react-5-mini,2018-12-18T02:50:55+09,2018-12-18T04:16:43+09,1,76,15,0,0,0,0
jlmcd/react-5-mini,https://github.com/jlmcd/react-5-mini,2018-12-18T03:36:12+09,2018-12-18T11:00:04+09,1,12037,12,0,0,1,0
emalvarado/react-5-mini,https://github.com/emalvarado/react-5-mini,2018-12-18T03:36:12+09,2018-12-19T00:57:25+09,1,12067,12,0,0,1,0
smkelson/react-5-mini,https://github.com/smkelson/react-5-mini,2018-12-18T03:36:26+09,2018-12-18T06:14:31+09,1,12002,8,0,0,1,0
qqqy/react-5-mini,https://github.com/qqqy/react-5-mini,2018-12-18T03:36:43+09,2018-12-18T07:23:27+09,1,12013,10,0,0,2,1
Christian510/react-5-mini,https://github.com/Christian510/react-5-mini,2019-01-15T10:09:18+09,2019-05-23T08:06:14+09,1,12095,14,0,0,1,0
jstntrn/react-5-mini,https://github.com/jstntrn/react-5-mini,2019-01-24T02:01:56+09,2019-01-24T05:59:31+09,2,12068,13,0,0,1,0
jmlattanzi/react-5-mini,https://github.com/jmlattanzi/react-5-mini,2019-01-28T02:54:16+09,2019-01-29T03:12:43+09,2,15909,1569,0,0,1,0
CandaceDowning/react-5-mini,https://github.com/CandaceDowning/react-5-mini,2019-01-29T02:11:14+09,2019-01-29T04:44:17+09,1,11986,7,0,0,1,0
HarryHeckmann/react-5-mini,https://github.com/HarryHeckmann/react-5-mini,2019-01-29T02:11:32+09,2019-01-29T03:55:16+09,1,11974,9,0,0,1,0
Bperez4197/react-5-mini,https://github.com/Bperez4197/react-5-mini,2019-02-06T04:15:17+09,2019-02-06T06:01:52+09,1,12027,12,0,0,1,0
samanthajeet/react-5-mini,https://github.com/samanthajeet/react-5-mini,2019-02-19T03:32:49+09,2019-02-19T04:37:56+09,1,12086,12,0,0,1,0
fulkules/react-5-mini,https://github.com/fulkules/react-5-mini,2019-02-19T03:32:59+09,2019-02-19T05:25:40+09,1,16249,13,0,0,1,0
josectobar/react-5-mini,https://github.com/josectobar/react-5-mini,2019-02-19T03:33:00+09,2019-02-19T08:59:23+09,1,12090,12,0,0,1,0
kung8/react-5-mini,https://github.com/kung8/react-5-mini,2019-02-19T03:33:29+09,2020-04-29T02:05:03+09,1,12020,12,0,0,1,0
diwash13/react-5-mini,https://github.com/diwash13/react-5-mini,2019-02-19T03:33:49+09,2019-02-19T04:38:43+09,1,12020,12,0,0,1,0
mromero1591/react-5-mini,https://github.com/mromero1591/react-5-mini,2019-03-03T04:42:15+09,2019-03-03T05:47:19+09,1,4639,1530,0,0,0,0
spencer89allen/react-5-mini,https://github.com/spencer89allen/react-5-mini,2019-03-06T09:07:27+09,2019-03-06T12:57:36+09,1,11968,10,0,0,1,0
taytestokes/react-5-mini,https://github.com/taytestokes/react-5-mini,2019-03-06T09:46:04+09,2019-03-08T08:58:33+09,3,12020,12,0,0,1,0
chandlerwillman/react-5-mini,https://github.com/chandlerwillman/react-5-mini,2019-03-06T12:05:25+09,2019-03-10T10:42:51+09,1,11998,12,0,0,1,0
nfrisbee/react-5-mini,https://github.com/nfrisbee/react-5-mini,2019-03-06T12:06:54+09,2019-03-06T12:36:15+09,1,11998,19,0,0,1,0
wln1-ah/react-5-mini,https://github.com/wln1-ah/react-5-mini,2019-03-06T14:28:18+09,2019-03-06T14:29:06+09,1,12020,8,0,0,1,0
amantina05/react-5-mini,https://github.com/amantina05/react-5-mini,2020-01-05T13:48:54+09,2020-01-07T02:42:30+09,1,12221,15,0,0,1,0
