nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files,commitedDate_unix,commitedDate_norm,commit_count_norm,insertion_lines_norm,deletion_lines_norm,insertion_lines_readme_norm,deletion_lines_readme_norm,create_files_norm,delete_files_norm,score
soareseneves/TKSubmitTransition,https://github.com/soareseneves/TKSubmitTransition,2019-02-06T22:28:08+09,2019-02-07 01:32:32+09:00,3,668,1,4,0,6,0,1549470752,0.6051875063480433,0.3333333333333333,1.0,0.0008517887563884157,0.4444444444444444,0.0,1.0,0.0,0.42297713411027615
AkashlalBol/TKSubmitTransition,https://github.com/AkashlalBol/TKSubmitTransition,2021-05-03T21:13:06+09,2021-05-03 21:43:22+09:00,1,31,1174,0,0,2,20,1620045802,1.0,0.0,0.044977511244377814,1.0,0.0,0.0,0.3333333333333333,1.0,0.42228885557221385
openium/TKSubmitTransition,https://github.com/openium/TKSubmitTransition,2019-02-14T20:18:21+09,2019-02-15 01:01:50+09:00,1,638,36,0,0,6,0,1550160110,0.6090439280012895,0.0,0.9550224887556222,0.030664395229982964,0.0,0.0,1.0,0.0,0.32434135149836185
cpansky/TKSubmitTransition,https://github.com/cpansky/TKSubmitTransition,2018-05-22T04:28:14+09,2020-02-04 00:10:58+09:00,7,263,24,0,0,2,0,1580742658,0.7801294892316486,1.0,0.39280359820089955,0.020442930153321975,0.0,0.0,0.3333333333333333,0.0,0.3158386688649004
tuantmdev/TKSubmitTransition,https://github.com/tuantmdev/TKSubmitTransition,2019-04-10T20:27:26+09,2019-05-09 12:39:08+09:00,3,480,38,0,0,3,1,1557373148,0.649395263488637,0.3333333333333333,0.7181409295352323,0.03236797274275979,0.0,0.0,0.5,0.05,0.2854046873874953
indevizible/TKSubmitTransition,https://github.com/indevizible/TKSubmitTransition,2015-09-08T19:49:45+09,2015-09-09 20:08:05+09:00,2,9,31,9,31,0,0,1441796885,0.0028359964104786757,0.16666666666666666,0.01199400299850075,0.026405451448040886,1.0,1.0,0.0,0.0,0.2759877646904609
metasP/TKSubmitTransition-Fix,https://github.com/metasP/TKSubmitTransition-Fix,2016-07-16T19:39:15+09,2016-07-16 20:30:43+09:00,4,126,7,5,1,1,0,1468668643,0.15316257478048217,0.5,0.1874062968515742,0.00596252129471891,0.5555555555555556,0.03225806451612903,0.16666666666666666,0.0,0.20012645995814082
anirudhamahale/TKSubmitTransition,https://github.com/anirudhamahale/TKSubmitTransition,2018-09-10T16:56:23+09,2019-09-10 22:25:43+09:00,4,57,35,0,0,1,0,1568121943,0.7095264083862131,0.5,0.08395802098950525,0.029812606473594547,0.0,0.0,0.16666666666666666,0.0,0.18624546281449744
stepan/TKSubmitTransition,https://github.com/stepan/TKSubmitTransition,2015-08-26T23:04:17+09,2015-09-11 04:18:55+09:00,4,228,88,0,0,2,0,1441912735,0.0034840870230900614,0.5,0.3403298350824588,0.07495741056218058,0.0,0.0,0.3333333333333333,0.0,0.15651308325013286
jesster2k10/TKSubmitTransition-Swift3,https://github.com/jesster2k10/TKSubmitTransition-Swift3,2017-02-01T03:10:04+09,2017-02-01 03:32:24+09:00,1,84,79,0,0,1,0,1485887544,0.24948892866554737,0.0,0.12443778110944528,0.06729131175468483,0.0,0.0,0.16666666666666666,0.0,0.07598558602454301
