nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files,commitedDate_unix,commitedDate_norm,commit_count_norm,insertion_lines_norm,deletion_lines_norm,insertion_lines_readme_norm,deletion_lines_readme_norm,create_files_norm,delete_files_norm,score
omidmufeeddm/Twitter-Post-Fetcher,https://github.com/omidmufeeddm/Twitter-Post-Fetcher,2017-12-06T22:31:35+09,2017-12-06 23:18:16+09:00,2,5,387,0,63,0,4,1512569896,0.3729412453141265,0.022222222222222223,0.00597609561752988,0.9347826086956522,0.0,1.0,0.0,1.0,0.41699027148119133
prudmycorre/Twitter-Post-Fetcher,https://github.com/prudmycorre/Twitter-Post-Fetcher,2023-07-05T08:12:06+09,2023-07-05 08:27:15+09:00,1,459,0,0,0,10,0,1688513235,1.0,0.0,0.9103585657370518,0.0,0.0,0.0,1.0,0.0,0.3637948207171315
aturner-zengenti/Twitter-Post-Fetcher,https://github.com/aturner-zengenti/Twitter-Post-Fetcher,2019-04-23T20:37:29+09,2019-04-23 20:44:10+09:00,1,416,414,0,0,0,0,1556019850,0.5277960650603772,0.0,0.8247011952191236,1.0,0.0,0.0,0.0,0.0,0.2940621575349376
pixelunion/Twitter-Post-Fetcher,https://github.com/pixelunion/Twitter-Post-Fetcher,2017-03-02T06:38:03+09,2019-11-30 07:19:20+09:00,37,109,44,2,4,2,0,1575065960,0.5956760432743303,0.8,0.21314741035856574,0.10628019323671498,0.3333333333333333,0.06349206349206349,0.2,0.0,0.28899113046187597
uniibu/TwitterFetcher,https://github.com/uniibu/TwitterFetcher,2017-05-04T18:41:07+09,2019-12-15 12:18:19+09:00,46,100,73,1,1,0,0,1576379899,0.6003588971848908,1.0,0.1952191235059761,0.17632850241545894,0.16666666666666666,0.015873015873015872,0.0,0.0,0.2693057757057511
perjerz/Twitter-Post-Fetcher,https://github.com/perjerz/Twitter-Post-Fetcher,2018-10-25T00:52:38+09,2018-10-26 00:12:05+09:00,1,504,81,0,0,1,0,1540480325,0.4724134899069638,0.0,1.0,0.1956521739130435,0.0,0.0,0.1,0.0,0.22100820797750093
ahauser31/Twitter-Post-Fetcher,https://github.com/ahauser31/Twitter-Post-Fetcher,2016-09-07T14:01:15+09,2016-09-07 14:08:04+09:00,1,11,28,6,1,1,1,1473224884,0.2327163617348695,0.0,0.017928286852589643,0.06763285024154589,1.0,0.015873015873015872,0.1,0.25,0.21051881433775263
albell/Twitter-Post-Fetcher,https://github.com/albell/Twitter-Post-Fetcher,2015-03-11T09:11:40+09,2015-03-11 09:45:00+09:00,3,257,151,0,0,4,1,1426034700,0.06453143253765088,0.044444444444444446,0.5079681274900398,0.3647342995169082,0.0,0.0,0.4,0.25,0.20395978799863043
andycochrane/Twitter-Post-Fetcher,https://github.com/andycochrane/Twitter-Post-Fetcher,2018-12-13T02:20:28+09,2019-12-15 12:18:19+09:00,11,12,62,1,1,0,0,1576379899,0.6003588971848908,0.2222222222222222,0.0199203187250996,0.1497584541062802,0.16666666666666666,0.015873015873015872,0.0,0.0,0.1468499468472719
mintcanary/Twitter-Post-Fetcher,https://github.com/mintcanary/Twitter-Post-Fetcher,2015-11-25T22:10:27+09,2015-11-25 22:37:11+09:00,2,9,158,0,0,0,2,1448458631,0.1444499013352787,0.022222222222222223,0.013944223107569721,0.38164251207729466,0.0,0.0,0.0,0.5,0.13278235734279567
