nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
mido324/react-1-mini,https://github.com/mido324/react-1-mini,2017-12-02T02:41:46+09,2017-12-02T04:54:16+09,5,6911,0,0,0,12,0
austinr47/react-1-mini,https://github.com/austinr47/react-1-mini,2017-12-02T02:41:47+09,2017-12-02T04:52:16+09,6,10457,0,0,0,13,0
in43sh/react-1-mini,https://github.com/in43sh/react-1-mini,2017-12-02T02:41:48+09,2017-12-05T16:44:19+09,6,10457,0,0,0,13,0
Lisamarie73187/react-1-mini,https://github.com/Lisamarie73187/react-1-mini,2017-12-02T02:41:48+09,2017-12-02T04:55:05+09,6,315,0,0,0,12,0
imbradenolsen/react-1-mini,https://github.com/imbradenolsen/react-1-mini,2017-12-02T02:41:48+09,2017-12-02T04:55:31+09,6,10455,0,0,0,13,0
SukanyaVee/react-1-mini,https://github.com/SukanyaVee/react-1-mini,2017-12-02T02:41:48+09,2017-12-02T04:34:16+09,4,9635,0,0,0,13,0
tcb1978/react-1-mini,https://github.com/tcb1978/react-1-mini,2017-12-02T02:41:49+09,2017-12-02T07:17:37+09,7,10459,0,0,0,13,0
SeanReedy1/react-1-mini,https://github.com/SeanReedy1/react-1-mini,2017-12-02T02:41:52+09,2017-12-02T04:32:48+09,4,12125,254,2081,254,14,0
melodymennen/react-1-mini,https://github.com/melodymennen/react-1-mini,2017-12-02T02:41:52+09,2017-12-02T04:51:49+09,7,10450,0,0,0,13,0
jemcafe/react-1-mini,https://github.com/jemcafe/react-1-mini,2017-12-02T02:43:25+09,2017-12-02T05:16:01+09,4,12689,0,2229,0,14,0
MeganMFisher/react-1-mini,https://github.com/MeganMFisher/react-1-mini,2017-12-02T03:26:40+09,2017-12-02T03:59:36+09,1,9165,0,2229,0,14,0
TedKordas/react-1-mini,https://github.com/TedKordas/react-1-mini,2017-12-02T05:59:11+09,2017-12-02T06:52:50+09,2,12681,1,2228,1,13,0
Peridigital/react-1-mini,https://github.com/Peridigital/react-1-mini,2017-12-02T07:23:19+09,2017-12-02T07:33:51+09,1,7364,0,0,0,14,0
TylerM2112/react-1-mini,https://github.com/TylerM2112/react-1-mini,2018-01-26T16:30:48+09,2018-01-28T14:47:48+09,1,13167,272,2279,272,14,0
annaelizabeth23/react-1-mini,https://github.com/annaelizabeth23/react-1-mini,2018-01-27T05:52:37+09,2018-01-27T07:59:09+09,1,9698,0,0,0,13,0
jordanmbush/react-1-mini,https://github.com/jordanmbush/react-1-mini,2018-01-27T06:06:12+09,2018-01-27T08:31:54+09,4,10491,0,0,0,13,0
race87/react-1-mini,https://github.com/race87/react-1-mini,2018-01-27T06:13:32+09,2018-01-27T07:54:57+09,1,13194,272,2279,272,14,0
miemajor/react-1-mini,https://github.com/miemajor/react-1-mini,2018-01-27T06:31:33+09,2018-01-27T07:49:33+09,1,10481,0,0,426,13,0
WarrenReader/react-1-mini,https://github.com/WarrenReader/react-1-mini,2018-02-03T05:08:39+09,2018-02-03T05:14:42+09,1,13159,272,2279,272,14,0
Devinbeth/react-1-mini,https://github.com/Devinbeth/react-1-mini,2018-02-03T05:08:42+09,2018-02-03T06:45:07+09,1,12396,272,2279,272,14,0
asemle/react-1-mini,https://github.com/asemle/react-1-mini,2018-02-03T05:16:53+09,2018-02-03T05:43:23+09,1,9417,272,2279,272,12,0
