nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
lfq618/Poplar,https://github.com/lfq618/Poplar,2017-03-21T15:23:22+09,2018-12-07T21:50:21+09,19,17946,105540,348,0,313,329
ReactNativeExample/Poplar,https://github.com/ReactNativeExample/Poplar,2018-01-24T19:03:18+09,2018-01-26T15:22:40+09,3,4045,217,0,0,2,3
HomeSite/Poplar,https://github.com/HomeSite/Poplar,2018-06-04T14:00:13+09,2018-07-19T14:22:13+09,16,17941,105546,348,0,313,329
radcheb/Poplar,https://github.com/radcheb/Poplar,2018-06-20T02:19:01+09,2018-06-20T02:39:47+09,4,1119,193,0,0,61,1
wiseqingyang/Poplar,https://github.com/wiseqingyang/Poplar,2019-01-10T21:50:26+09,2019-01-11T13:11:14+09,2,0,17123,0,348,0,326
sashithacj/Poplar,https://github.com/sashithacj/Poplar,2020-08-14T06:44:51+09,2020-08-14T06:49:22+09,7,63,0,0,0,0,0
