nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files,commitedDate_unix,commitedDate_norm,commit_count_norm,insertion_lines_norm,deletion_lines_norm,insertion_lines_readme_norm,deletion_lines_readme_norm,create_files_norm,delete_files_norm,score
wolcengit/PPGo_ApiAdmin,https://github.com/wolcengit/PPGo_ApiAdmin,2020-04-09T00:22:03+09,2020-04-11 10:06:09+09:00,3,7326,7402,89,70,49,359,1586567169,0.6143180848987438,0.10526315789473684,1.0,0.9752305665349144,1.0,1.0,1.0,0.9650537634408602,0.8324831965961569
jingjie520/StreamConsole,https://github.com/jingjie520/StreamConsole,2019-06-30T12:29:16+09,2020-07-18 01:19:05+09:00,20,2752,7590,13,61,32,372,1595002745,0.6833405656753523,1.0,0.3755631399317406,1.0,0.14606741573033707,0.8714285714285714,0.6530612244897959,1.0,0.7161826146569746
bradxiang/api-admin,https://github.com/bradxiang/api-admin,2017-12-17T13:03:10+09,2017-12-25 11:18:24+09:00,8,601,346,6,28,10,1,1514168304,0.021928274444690077,0.3684210526315789,0.08191126279863481,0.0455862977602108,0.06741573033707865,0.4,0.20408163265306123,0.002688172043010753,0.14900405283353316
liubo51617/PPGo_ApiAdmin,https://github.com/liubo51617/PPGo_ApiAdmin,2019-07-02T00:27:40+09,2021-10-08 23:27:28+09:00,1,2,0,0,0,1,0,1633703248,1.0,0.0,0.00013651877133105802,0.0,0.0,0.0,0.02040816326530612,0.0,0.12756808525457966
neakni/PPGo_ApiAdmin,https://github.com/neakni/PPGo_ApiAdmin,2019-07-05T16:12:19+09,2019-07-18 19:20:03+09:00,5,220,46,4,11,1,0,1563445203,0.4251270381045009,0.21052631578947367,0.029897610921501706,0.006060606060606061,0.0449438202247191,0.15714285714285714,0.02040816326530612,0.0,0.1117633014386206
maintell/PPGo_ApiAdmin,https://github.com/maintell/PPGo_ApiAdmin,2020-05-19T18:37:25+09,2020-05-19 22:34:44+09:00,1,13,8,0,0,1,0,1589895284,0.6415497468042073,0.0,0.0016382252559726963,0.001054018445322793,0.0,0.0,0.02040816326530612,0.0,0.08308126922135112
linauror/PPGo_ApiAdmin,https://github.com/linauror/PPGo_ApiAdmin,2017-11-24T10:50:51+09,2017-11-24 10:52:22+09:00,1,1,1,0,0,0,0,1511488342,0.0,0.0,0.0,0.00013175230566534913,0.0,0.0,0.0,0.0,1.646903820816864e-05
