nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork
hazendaz/spotbugs,https://github.com/hazendaz/spotbugs,2017-07-29 20:27:38,2023-08-18 22:51:48,1474
h3xstream/spotbugs,https://github.com/h3xstream/spotbugs,2017-02-13 23:00:57,2021-08-31 12:57:55,1104
sthagen/spotbugs-spotbugs,https://github.com/sthagen/spotbugs-spotbugs,2020-01-14 14:17:14,2023-08-13 15:42:46,987
trancexpress/spotbugs,https://github.com/trancexpress/spotbugs,2017-07-29 09:57:08,2020-10-13 00:27:49,770
pzygielo/spotbugs,https://github.com/pzygielo/spotbugs,2020-08-20 08:49:43,2023-08-31 20:41:01,759
boidolr/spotbugs,https://github.com/boidolr/spotbugs,2018-01-13 15:39:58,2021-05-13 10:28:56,676
orihalcon128/spotbugs,https://github.com/orihalcon128/spotbugs,2017-05-02 14:37:42,2019-11-06 11:27:27,652
mebigfatguy/spotbugs,https://github.com/mebigfatguy/spotbugs,2016-11-06 02:50:43,2018-11-29 03:31:39,623
rhalade/spotbugs,https://github.com/rhalade/spotbugs,2021-02-22 19:24:06,2023-08-19 18:51:14,623
topolik/spotbugs,https://github.com/topolik/spotbugs,2019-04-30 18:37:12,2021-11-18 02:41:55,597
testn/spotbugs,https://github.com/testn/spotbugs,2017-08-25 15:32:37,2020-05-13 00:28:00,566
ShuMengZhang00/spotbugs,https://github.com/ShuMengZhang00/spotbugs,2021-03-07 12:14:48,2023-04-30 02:39:34,533
KengoTODA/spotbugs,https://github.com/KengoTODA/spotbugs,2016-11-08 14:54:53,2018-09-18 04:16:33,484
lars-sh/spotbugs,https://github.com/lars-sh/spotbugs,2020-10-17 22:59:36,2022-07-07 07:42:24,442
gtoison/spotbugs,https://github.com/gtoison/spotbugs,2021-11-06 13:36:02,2023-08-26 19:35:51,423
garydgregory/spotbugs,https://github.com/garydgregory/spotbugs,2021-03-03 16:02:46,2022-09-16 01:03:03,397
iloveeclipse/spotbugs,https://github.com/iloveeclipse/spotbugs,2017-04-18 13:37:26,2018-02-25 09:30:53,365
oroszbd/spotbugs,https://github.com/oroszbd/spotbugs,2022-02-07 12:45:00,2023-08-28 00:25:05,353
sajtizsolt/spotbugs,https://github.com/sajtizsolt/spotbugs,2022-03-18 08:15:18,2023-07-30 04:27:25,294
sewe/spotbugs,https://github.com/sewe/spotbugs,2017-06-09 14:26:23,2017-10-24 14:10:06,286
