nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files,commitedDate_unix,commitedDate_norm,commit_count_norm,insertion_lines_norm,deletion_lines_norm,insertion_lines_readme_norm,deletion_lines_readme_norm,create_files_norm,delete_files_norm,score
DearXuan7392/Meting-plus,https://github.com/DearXuan7392/Meting-plus,2023-01-20T19:51:09+09,2023-02-04 16:25:44+09:00,1,90,198,77,105,0,4,1675495544,0.859404585694645,0.0,0.013444108761329305,1.0,0.9058823529411765,1.0,0.0,1.0,0.5973413809246438
xizeyoupan/MetingJS,https://github.com/xizeyoupan/MetingJS,2023-01-28T11:53:47+09,2023-09-06 19:08:25+09:00,6,6621,37,10,2,4,1,1693994905,0.9685105527869599,0.5,1.0,0.18686868686868688,0.11764705882352941,0.01904761904761905,1.0,0.25,0.5052592396908494
Mathisdifficult/MetingJS,https://github.com/Mathisdifficult/MetingJS,2018-01-07T00:23:32+09,2019-02-27 17:42:07+09:00,8,315,123,85,23,2,2,1551256927,0.12666714368263596,0.7,0.04743202416918429,0.6212121212121212,1.0,0.21904761904761905,0.5,0.5,0.46429486351394506
mashirozx/MetingJS,https://github.com/mashirozx/MetingJS,2021-05-14T17:55:43+09,2021-05-16 15:29:17+09:00,3,4956,63,0,0,3,0,1621146557,0.5388638498755725,0.2,0.7484894259818731,0.3181818181818182,0.0,0.0,0.75,0.0,0.3194418867549079
FrostleafChan/MetingJS,https://github.com/FrostleafChan/MetingJS,2022-03-31T09:58:13+09,2022-04-04 18:58:19+09:00,11,182,0,0,0,3,0,1649066299,0.7035295619441095,1.0,0.027341389728096677,0.0,0.0,0.0,0.75,0.0,0.3101088689590258
Icathian-Rain/MetingJS,https://github.com/Icathian-Rain/MetingJS,2023-11-05T12:17:46+09,2023-11-07 14:14:29+09:00,2,41,2,30,0,0,0,1699334069,1.0,0.1,0.006042296072507553,0.010101010101010102,0.35294117647058826,0.0,0.0,0.0,0.18363556033051323
pixcati/MetingJS,https://github.com/pixcati/MetingJS,2021-01-20T05:00:42+09,2021-02-06 22:12:50+09:00,2,7,23,7,23,0,0,1612617170,0.4885590303015548,0.1,0.0009063444108761329,0.11616161616161616,0.08235294117647059,0.21904761904761905,0.0,0.0,0.1258784438872671
oeyoews/MetingJS,https://github.com/oeyoews/MetingJS,2022-05-11T11:07:01+09,2023-02-13 18:30:03+09:00,2,2,2,0,0,0,0,1676280603,0.8640347251583553,0.1,0.00015105740181268882,0.010101010101010102,0.0,0.0,0.0,0.0,0.12178584908264727
CN-Robert-LIU/MetingJS,https://github.com/CN-Robert-LIU/MetingJS,2020-04-06T20:50:26+09,2020-04-07 22:25:40+09:00,4,6,6,6,6,0,0,1586265940,0.3331441252558063,0.3,0.0007552870090634441,0.030303030303030304,0.07058823529411765,0.05714285714285714,0.0,0.0,0.09899169187560936
ZodiacWind/MetingJS,https://github.com/ZodiacWind/MetingJS,2018-06-24T03:50:54+09,2018-06-24 03:53:17+09:00,1,1,1,0,0,0,0,1529779997,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0006313131313131314
