nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files,commitedDate_unix,commitedDate_norm,commit_count_norm,insertion_lines_norm,deletion_lines_norm,insertion_lines_readme_norm,deletion_lines_readme_norm,create_files_norm,delete_files_norm,score
boaticus/base,https://github.com/boaticus/base,2015-10-10T05:34:52+09,2016-11-17 15:26:19+09:00,80,1490,878,2,2,53,52,1479363979,0.5891417663425244,1.0,1.0,0.7670753064798599,0.13333333333333333,0.011904761904761904,1.0,1.0,0.6876818960075599
baringji/base,https://github.com/baringji/base,2015-09-15T08:36:57+09,2015-09-29 07:09:21+09:00,24,818,1144,15,168,43,26,1443478161,0.0,0.2911392405063291,0.5483870967741935,1.0,1.0,1.0,0.8113207547169812,0.5,0.643855886499688
pyankoff/base,https://github.com/pyankoff/base,2015-10-23T23:49:34+09,2016-01-04 05:31:50+09:00,15,188,641,0,0,10,35,1451853110,0.13749253944520806,0.17721518987341772,0.125,0.5595446584938704,0.0,0.0,0.18867924528301888,0.6730769230769231,0.23262606952155476
sketch-city/harvey-admin,https://github.com/sketch-city/harvey-admin,2017-09-03T05:32:22+09,2017-09-03 07:09:46+09:00,7,406,33,0,0,6,0,1504390186,1.0,0.0759493670886076,0.271505376344086,0.02714535901926445,0.0,0.0,0.11320754716981132,0.0,0.18597595620272117
CedricArtigue/meteor-react-semantic-ui,https://github.com/CedricArtigue/meteor-react-semantic-ui,2017-07-13T18:50:10+09,2017-07-13 18:56:56+09:00,2,6,2,6,2,0,0,1499939816,0.9269377434094499,0.012658227848101266,0.002688172043010753,0.0,0.4,0.011904761904761904,0.0,0.0,0.16927361315066547
ibrahimzahoor/base,https://github.com/ibrahimzahoor/base,2016-04-29T22:48:31+09,2016-08-04 18:33:47+09:00,20,340,238,2,2,1,0,1470303227,0.4403903170186839,0.24050632911392406,0.2271505376344086,0.20665499124343256,0.13333333333333333,0.011904761904761904,0.018867924528301886,0.0,0.15985102434710577
derdaumen/motf-base,https://github.com/derdaumen/motf-base,2016-05-08T18:19:52+09,2016-05-08 19:16:45+09:00,6,702,23,3,16,1,0,1462702605,0.3156099965483006,0.06329113924050633,0.47043010752688175,0.01838879159369527,0.2,0.09523809523809523,0.018867924528301886,0.0,0.1477282568344726
poltak/test-app,https://github.com/poltak/test-app,2016-05-16T11:09:31+09,2016-05-17 20:13:41+09:00,10,220,24,0,0,14,0,1463483621,0.32843202963618434,0.11392405063291139,0.14650537634408603,0.01926444833625219,0.0,0.0,0.2641509433962264,0.0,0.10903460604320754
steyep/base,https://github.com/steyep/base,2016-05-11T04:12:20+09,2016-06-15 10:18:25+09:00,7,131,88,2,2,1,0,1465953505,0.3689804106824556,0.0759493670886076,0.08669354838709678,0.07530647985989491,0.13333333333333333,0.011904761904761904,0.018867924528301886,0.0,0.09637947822305651
josephdburdick/base,https://github.com/josephdburdick/base,2015-09-30T00:03:57+09,2015-11-05 11:27:37+09:00,24,45,78,2,2,2,2,1446690457,0.05273664764880169,0.2911392405063291,0.02889784946236559,0.06654991243432574,0.13333333333333333,0.011904761904761904,0.03773584905660377,0.038461538461538464,0.08259489160100744
helenitvn/base,https://github.com/helenitvn/base,2016-03-28T19:12:38+09,2016-03-30 11:26:15+09:00,4,229,29,0,0,3,0,1459304775,0.25982741503011925,0.0379746835443038,0.15255376344086022,0.023642732049036778,0.0,0.0,0.05660377358490566,0.0,0.06632529595615322
howardroark/base,https://github.com/howardroark/base,2016-05-16T02:57:20+09,2016-05-16 11:37:43+09:00,1,2,2,0,0,0,0,1463366263,0.32650534931321035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081316866415129
DevanB/base,https://github.com/DevanB/base,2016-04-29T11:58:31+09,2016-04-29 12:07:41+09:00,1,2,2,0,0,0,0,1461899261,0.30242140201380596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037802675251725745
MohammedFCIS/base,https://github.com/MohammedFCIS/base,2015-10-24T22:36:32+09,2015-12-03 00:20:04+09:00,4,56,32,0,0,1,0,1449069604,0.09179538851318766,0.0379746835443038,0.036290322580645164,0.02626970227670753,0.0,0.0,0.018867924528301886,0.0,0.026399752680393254
