nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
poseidon1214/floyd,https://github.com/poseidon1214/floyd,2016-05-29T22:49:32+09,2016-05-30T11:47:28+09,1,9,9,0,0,0,0
duzhanyuan/floyd,https://github.com/duzhanyuan/floyd,2017-05-17T02:23:03+09,2017-11-18T00:35:32+09,112,9851,25919,246,3,38,22
Qihoo360/floyd,https://github.com/Qihoo360/floyd,2018-01-19T18:22:16+09,2020-06-12T10:00:32+09,2,80,146,0,0,1,2
HungMingWu/floyd,https://github.com/HungMingWu/floyd,2018-11-07T16:16:19+09,2018-11-12T18:44:56+09,11,3209,12362,0,0,4,6
