nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
daisyhuli/React-Study,https://github.com/daisyhuli/React-Study,2016-08-05T18:24:55+09,2016-11-20T23:48:58+09,3,3,0,0,0,0,0
littlekign/React-Study,https://github.com/littlekign/React-Study,2016-11-11T02:48:56+09,2018-01-11T20:29:12+09,47,477,13097,62,40,1,24
MyLoveDan/React-Study,https://github.com/MyLoveDan/React-Study,2016-11-16T12:14:40+09,2016-11-16T18:29:35+09,8,11,10,9,8,0,0
YPlayYPay/React-Study,https://github.com/YPlayYPay/React-Study,2016-11-22T12:22:44+09,2016-12-17T10:49:13+09,5,767,64,0,0,13,0
