nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files,commitedDate_unix,commitedDate_norm,commit_count_norm,insertion_lines_norm,deletion_lines_norm,insertion_lines_readme_norm,deletion_lines_readme_norm,create_files_norm,delete_files_norm,score
jfbcb/webmail-lite,https://github.com/jfbcb/webmail-lite,2014-10-10T17:27:52+09,2014-10-22 15:51:19+09:00,1,2,2,0,0,0,0,1413960679,0.0,0.0,6.301872286256246e-06,1.2635755397047023e-05,0.0,,0.0,0.0,
raulanatol/webmail-lite,https://github.com/raulanatol/webmail-lite,2015-03-18T06:04:13+09,2015-03-31 16:16:07+09:00,12,7956,8018,0,0,19,0,1427786167,0.057022996589592485,1.0,0.050131394037168445,0.050656743386761516,0.0,,1.0,0.0,
zopieux/webmail-lite,https://github.com/zopieux/webmail-lite,2015-03-21T03:05:33+09,2015-03-21 08:43:08+09:00,6,719,719,0,0,0,0,1426894988,0.05334734354373136,0.45454545454545453,0.004524744301531985,0.004542554065238405,0.0,,0.0,0.0,
hosiet/webmail-lite,https://github.com/hosiet/webmail-lite,2016-03-12T08:09:09+09,2016-04-27 18:53:08+09:00,4,158684,158281,0,0,2,2,1461750788,0.19710951414686073,0.2727272727272727,1.0,1.0,0.0,,0.10526315789473684,1.0,
vdhima/webmail-lite,https://github.com/vdhima/webmail-lite,2016-12-15T07:48:01+09,2016-12-15 07:58:06+09:00,2,1237,0,0,0,1,0,1481756286,0.27962185976729015,0.09090909090909091,0.007789114145812721,0.0,0.0,,0.05263157894736842,0.0,
siphr/webmail-lite,https://github.com/siphr/webmail-lite,2017-08-11T05:49:13+09,2017-08-11 06:12:07+09:00,1,6,0,0,0,0,0,1502399527,0.36476456584328076,0.0,3.150936143128123e-05,0.0,0.0,,0.0,0.0,
TheTechsTech/webmail-lite,https://github.com/TheTechsTech/webmail-lite,2018-05-26T00:56:22+09,2019-01-09 20:54:40+09:00,5,22,21,0,0,1,0,1547034880,0.548862341046171,0.36363636363636365,0.00013233931801138118,0.00013267543166899375,0.0,,0.05263157894736842,0.0,
giantbranchCollect/webmail-lite,https://github.com/giantbranchCollect/webmail-lite,2018-10-17T18:58:53+09,2019-03-25 16:34:47+09:00,3,1,0,0,0,1,0,1553499287,0.575524680799729,0.18181818181818182,0.0,0.0,0.0,,0.05263157894736842,0.0,
mounter-sites/webmail-lite,https://github.com/mounter-sites/webmail-lite,2018-10-19T10:24:20+09,2018-10-19 10:38:46+09:00,2,8,7,0,0,0,0,1539913126,0.5194887844632918,0.09090909090909091,4.4113106003793724e-05,4.4225143889664585e-05,0.0,,0.0,0.0,
hixio-mh/webmail-lite,https://github.com/hixio-mh/webmail-lite,2020-08-24T03:12:42+09,2020-08-24 03:13:00+09:00,1,2,0,2,0,1,0,1598206380,0.7599183464460767,0.0,6.301872286256246e-06,0.0,1.0,,0.05263157894736842,0.0,
rondeo-balos/webmail-lite,https://github.com/rondeo-balos/webmail-lite,2021-01-05T23:06:36+09,2021-01-07 02:02:52+09:00,1,4,4,0,0,0,0,1609952572,0.8083653210741476,0.0,1.890561685876874e-05,2.5271510794094046e-05,0.0,,0.0,0.0,
hw-1/webmail-lite,https://github.com/hw-1/webmail-lite,2021-06-08T16:48:38+09,2022-06-28 20:21:22+09:00,1,101,41,0,0,0,0,1656415282,1.0,0.0,0.0006301872286256247,0.000259032985639464,0.0,,0.0,0.0,
