nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork
mroswald/react-native-mock,https://github.com/mroswald/react-native-mock,2016-03-29T17:28:18+09,2016-07-21T08:12:38+09,102
joeltrew/react-native-mock,https://github.com/joeltrew/react-native-mock,2016-03-31T23:43:37+09,2016-04-08T18:03:41+09,3
janmonschke/react-native-mock,https://github.com/janmonschke/react-native-mock,2016-04-01T21:22:03+09,2016-04-01T21:49:57+09,2
Amwam/react-native-mock,https://github.com/Amwam/react-native-mock,2016-04-05T20:28:10+09,2016-04-06T15:19:29+09,6
andrey-skl/react-native-mock,https://github.com/andrey-skl/react-native-mock,2016-04-06T02:09:44+09,2017-06-19T18:55:19+09,135
p16/react-native-mock,https://github.com/p16/react-native-mock,2016-04-20T22:39:23+09,2016-06-16T22:05:06+09,80
sreesharp/react-native-mock,https://github.com/sreesharp/react-native-mock,2016-05-05T02:13:04+09,2016-08-20T03:29:27+09,2
apprennet/react-native-mock,https://github.com/apprennet/react-native-mock,2016-05-07T04:24:09+09,2016-06-07T15:07:35+09,54
sibelius/react-native-mock,https://github.com/sibelius/react-native-mock,2016-05-12T06:43:39+09,2016-06-30T17:01:09+09,70
gswirski/react-native-mock,https://github.com/gswirski/react-native-mock,2016-05-19T17:41:17+09,2016-05-23T16:24:57+09,5
chirag04/react-native-mock,https://github.com/chirag04/react-native-mock,2016-05-20T01:13:58+09,2016-05-24T19:10:17+09,10
livecirrus/react-native-mock,https://github.com/livecirrus/react-native-mock,2016-05-21T05:44:31+09,2016-05-21T05:50:50+09,1
ZauberNerd/react-native-mock,https://github.com/ZauberNerd/react-native-mock,2016-05-23T23:29:14+09,2016-10-28T16:59:53+09,115
feyy/react-native-mock,https://github.com/feyy/react-native-mock,2016-05-27T16:36:41+09,2016-06-02T22:07:37+09,12
omeid/react-native-mock,https://github.com/omeid/react-native-mock,2016-05-29T17:53:01+09,2016-05-31T20:44:18+09,1
tomkur/react-native-mock,https://github.com/tomkur/react-native-mock,2016-05-30T20:15:02+09,2016-05-30T20:30:28+09,1
