nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
pandoraui/amazeui-touch,https://github.com/pandoraui/amazeui-touch,2015-11-30T18:39:28+09,2016-05-29T12:08:50+09,57,12366,542,49,46,14,0
xshua06/amazeui-touch,https://github.com/xshua06/amazeui-touch,2016-03-15T15:19:22+09,2016-05-21T16:28:09+09,54,6962,277,0,0,44,0
wjn161/amazeui-touch,https://github.com/wjn161/amazeui-touch,2016-04-15T14:19:34+09,2016-04-15T14:23:00+09,1,1,1,1,1,0,0
zhang-z/amazeui-touch,https://github.com/zhang-z/amazeui-touch,2016-05-20T23:20:30+09,2016-05-21T12:37:26+09,8,36,7,0,0,0,0
binyar/amazeui-touch,https://github.com/binyar/amazeui-touch,2016-09-20T23:54:32+09,2016-10-11T12:58:00+09,15,1511,14,7,0,13,0
JackEasons/amazeui-touch,https://github.com/JackEasons/amazeui-touch,2016-10-09T19:41:03+09,2017-12-03T17:37:25+09,6,5691,2159,0,0,1,0
SK8-PTY-LTD/lvtaotao-touch,https://github.com/SK8-PTY-LTD/lvtaotao-touch,2017-02-01T20:00:39+09,2017-02-03T19:13:54+09,8,13104,717,0,0,58,0
binbin/amazeui-touch,https://github.com/binbin/amazeui-touch,2017-09-11T14:34:54+09,2017-09-11T14:42:52+09,1,721,838,0,0,3,0
