nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
raulgrecio/chatty,https://github.com/raulgrecio/chatty,2017-06-16T01:58:48+09,2017-06-16T18:30:54+09,9,225,151,0,0,3,1
alecperkey/Positive-Head-App,https://github.com/alecperkey/Positive-Head-App,2017-10-25T05:34:22+09,2018-02-01T06:00:23+09,73,7743,31672,0,0,132,53
DAB0mB/chatty,https://github.com/DAB0mB/chatty,2018-05-31T17:41:03+09,2018-08-29T11:51:31+09,109,0,62126,0,71,0,175
