nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
soitun/ReactNativeMaterials,https://github.com/soitun/ReactNativeMaterials,2018-01-31T11:27:28+09,2019-12-06T14:51:44+09,29,35,7,35,7,0,0
czy5074/ReactNativeMaterials,https://github.com/czy5074/ReactNativeMaterials,2019-10-25T07:18:17+09,2019-10-25T07:21:37+09,2,2,1,2,1,0,0
