nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
Kerbores/webbf,https://github.com/Kerbores/webbf,2016-07-08T22:13:26+09,2016-07-11T10:05:12+09,1,13,1977,0,0,0,43
treestermentsi/webbf,https://github.com/treestermentsi/webbf,2023-07-05T03:54:07+09,2023-07-05T04:17:17+09,1,579,0,0,0,15,0
