nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
bfrest/react-3-afternoon,https://github.com/bfrest/react-3-afternoon,2018-04-17T21:14:37+09,2018-04-23T22:10:47+09,2,11713,85,0,0,1,0
daltonbagley/react-3-afternoon,https://github.com/daltonbagley/react-3-afternoon,2018-04-18T23:54:43+09,2018-04-22T03:36:40+09,1,10874,14,0,0,1,0
nataly985/react-3-afternoon,https://github.com/nataly985/react-3-afternoon,2018-04-20T12:51:53+09,2018-05-23T10:04:50+09,1,11675,14,0,0,1,0
Deraj21/react-3-afternoon,https://github.com/Deraj21/react-3-afternoon,2018-04-21T23:52:17+09,2018-04-26T07:37:00+09,1,11677,14,0,0,1,0
phillipsun/react-3-afternoon,https://github.com/phillipsun/react-3-afternoon,2018-04-22T04:37:48+09,2018-04-26T08:07:05+09,1,11762,5,0,0,1,0
jonbaxt/react-3-afternoon,https://github.com/jonbaxt/react-3-afternoon,2018-04-25T03:15:01+09,2018-04-25T07:34:16+09,1,11665,15,0,0,1,0
Rachel-Hicken/react-3-afternoon,https://github.com/Rachel-Hicken/react-3-afternoon,2018-04-25T07:23:29+09,2018-05-25T08:34:16+09,2,11658,10,0,0,1,0
Li-m-dev/react-3-afternoon,https://github.com/Li-m-dev/react-3-afternoon,2018-05-08T14:08:10+09,2018-05-09T07:11:19+09,1,11779,88,0,0,1,0
DM-Index/react-3-afternoon,https://github.com/DM-Index/react-3-afternoon,2018-05-08T22:12:20+09,2018-05-09T06:15:31+09,1,7506,85,0,0,1,0
kevcheung/react-3-afternoon,https://github.com/kevcheung/react-3-afternoon,2018-05-09T02:49:28+09,2018-05-12T01:21:01+09,1,11695,17,0,0,1,0
LoganMace/react-3-afternoon,https://github.com/LoganMace/react-3-afternoon,2018-05-09T02:50:07+09,2018-05-09T05:00:21+09,1,11714,21,0,0,1,0
afiliptsov/react-3-afternoon,https://github.com/afiliptsov/react-3-afternoon,2018-05-09T03:25:10+09,2018-05-09T05:58:10+09,1,11700,31,0,0,1,0
bryansorg/react-3-afternoon,https://github.com/bryansorg/react-3-afternoon,2018-05-09T03:28:40+09,2018-05-09T06:14:56+09,1,11781,86,0,0,1,0
majoflosa/react-3-afternoon,https://github.com/majoflosa/react-3-afternoon,2018-05-09T03:33:14+09,2018-05-09T22:55:34+09,2,11709,16,0,0,1,0
broqsuez/react-3-afternoon,https://github.com/broqsuez/react-3-afternoon,2018-05-09T03:37:59+09,2018-05-09T05:27:16+09,1,11702,28,0,0,1,0
levidejean/react-3-afternoon,https://github.com/levidejean/react-3-afternoon,2018-05-09T03:56:44+09,2018-08-12T00:24:35+09,2,11694,21,0,0,1,0
jinpark1/react-3-afternoon,https://github.com/jinpark1/react-3-afternoon,2018-05-09T03:58:07+09,2018-05-09T08:23:22+09,1,7429,14,0,0,1,0
EkhatorOwen/react-3-afternoon,https://github.com/EkhatorOwen/react-3-afternoon,2018-05-09T04:01:41+09,2018-05-11T03:44:05+09,2,11724,17,0,0,1,0
JonathanWaller/react-3-afternoon,https://github.com/JonathanWaller/react-3-afternoon,2018-05-09T04:23:40+09,2018-05-09T15:43:09+09,4,11700,18,0,0,1,0
Dreier14/react-3-afternoon,https://github.com/Dreier14/react-3-afternoon,2018-05-09T07:07:54+09,2018-05-15T07:01:13+09,1,19190,11,0,0,2,0
mcintdre000/react-3-afternoon,https://github.com/mcintdre000/react-3-afternoon,2018-05-11T10:12:01+09,2018-05-11T13:31:45+09,1,7449,12,0,0,1,0
macread/react-3-afternoon,https://github.com/macread/react-3-afternoon,2018-05-16T04:44:56+09,2018-05-16T07:18:30+09,3,11671,18,0,0,1,0
MichaelRT17/react-3-afternoon,https://github.com/MichaelRT17/react-3-afternoon,2018-05-16T04:50:02+09,2018-05-16T07:33:22+09,1,11707,23,0,0,1,0
FRCB/react-3-afternoon,https://github.com/FRCB/react-3-afternoon,2018-05-16T05:02:26+09,2018-05-16T06:20:47+09,1,11705,49,0,0,1,0
SethAdamson/react-3-afternoon,https://github.com/SethAdamson/react-3-afternoon,2018-05-16T05:07:10+09,2018-05-16T08:04:40+09,1,11716,21,0,0,1,0
Bortanian/react-3-afternoon,https://github.com/Bortanian/react-3-afternoon,2018-05-16T05:07:36+09,2018-05-16T07:35:23+09,1,11684,19,0,0,1,0
zubairahmed25/react-3-afternoon,https://github.com/zubairahmed25/react-3-afternoon,2018-05-16T08:01:01+09,2018-05-16T08:12:35+09,1,11683,20,0,0,1,0
madisonmf/react-3-afternoon,https://github.com/madisonmf/react-3-afternoon,2018-05-17T08:48:50+09,2018-05-17T14:04:53+09,1,11679,21,0,0,1,0
kfairfax/react-3-afternoon,https://github.com/kfairfax/react-3-afternoon,2018-05-20T04:40:57+09,2018-05-20T10:15:49+09,1,11699,34,0,0,1,0
jacobdman/react-3-afternoon,https://github.com/jacobdman/react-3-afternoon,2018-05-23T10:09:28+09,2018-05-27T04:49:48+09,2,11644,14,0,0,1,0
tjack94/react-3-afternoon,https://github.com/tjack94/react-3-afternoon,2018-05-23T11:29:28+09,2018-05-24T10:10:54+09,1,11599,17,0,0,1,0
writh/react-3-afternoon,https://github.com/writh/react-3-afternoon,2018-05-23T11:32:06+09,2018-05-25T07:22:00+09,2,11634,35,0,0,1,0
megsdev/react-3-afternoon,https://github.com/megsdev/react-3-afternoon,2018-05-23T11:41:54+09,2018-05-27T02:40:19+09,1,11632,16,0,0,1,0
KryoUS/react-3-afternoon,https://github.com/KryoUS/react-3-afternoon,2018-05-24T04:02:00+09,2018-05-27T03:33:21+09,3,11633,18,0,0,1,0
maxsayner/react-3-afternoon,https://github.com/maxsayner/react-3-afternoon,2018-05-24T08:02:22+09,2018-05-24T10:02:03+09,1,11618,11,0,0,1,0
symkyn/react-3-afternoon,https://github.com/symkyn/react-3-afternoon,2018-05-27T00:15:14+09,2018-05-29T09:49:56+09,2,11629,14,0,0,1,0
Dylan-Brandenburg/react-3-afternoon,https://github.com/Dylan-Brandenburg/react-3-afternoon,2018-06-05T23:43:48+09,2018-06-08T09:12:17+09,2,11718,90,0,0,1,0
cris93g/react-3-afternoon,https://github.com/cris93g/react-3-afternoon,2018-06-06T03:04:56+09,2018-06-07T11:17:12+09,2,11733,87,0,0,1,0
bengquist/react-3-afternoon,https://github.com/bengquist/react-3-afternoon,2018-06-06T03:16:38+09,2018-06-06T05:17:07+09,1,7432,51,0,0,1,0
jenhurd8/react-3-afternoon,https://github.com/jenhurd8/react-3-afternoon,2018-06-06T03:17:14+09,2018-06-06T05:38:00+09,1,11725,86,0,0,1,0
DM15-projects/react-3-afternoon,https://github.com/DM15-projects/react-3-afternoon,2018-06-06T03:25:08+09,2018-06-08T08:46:24+09,3,11733,87,0,0,1,0
chuckaspeer/react-3-afternoon,https://github.com/chuckaspeer/react-3-afternoon,2018-06-06T03:31:21+09,2018-06-06T07:10:56+09,1,11650,16,0,0,1,0
ianlikono/react-3-afternoon,https://github.com/ianlikono/react-3-afternoon,2018-06-06T03:32:31+09,2018-06-06T05:25:00+09,2,7475,95,0,0,1,0
ashlynnr/react-3-afternoon,https://github.com/ashlynnr/react-3-afternoon,2018-06-06T03:33:23+09,2018-06-14T05:34:03+09,3,11761,119,0,0,1,0
ranafmohammad/react-3-afternoon,https://github.com/ranafmohammad/react-3-afternoon,2018-06-06T03:33:36+09,2018-06-13T13:02:05+09,2,11681,50,0,0,1,0
truongtony9/react-3-afternoon,https://github.com/truongtony9/react-3-afternoon,2018-06-06T03:34:53+09,2018-06-06T13:14:00+09,1,11728,86,0,0,2,0
DeanAsadi/react-3-afternoon,https://github.com/DeanAsadi/react-3-afternoon,2018-06-06T03:58:52+09,2018-06-07T21:26:48+09,2,11947,331,225,238,1,0
EricOlaf/react-3-afternoon,https://github.com/EricOlaf/react-3-afternoon,2018-06-06T05:31:11+09,2018-06-14T07:52:24+09,2,7495,54,0,0,2,0
jdanielricher/react-3-afternoon,https://github.com/jdanielricher/react-3-afternoon,2018-06-06T06:12:36+09,2018-06-07T22:02:40+09,1,11741,171,0,0,2,0
samabu/react-3-afternoon,https://github.com/samabu/react-3-afternoon,2018-06-13T00:00:10+09,2018-06-13T07:23:39+09,5,56,14,0,0,0,0
dakotaHiatt/react-3-afternoon,https://github.com/dakotaHiatt/react-3-afternoon,2018-06-13T00:43:47+09,2018-06-13T09:09:22+09,1,11667,25,0,0,1,0
tyler-ray/react-3-afternoon,https://github.com/tyler-ray/react-3-afternoon,2018-06-13T04:27:44+09,2018-06-13T07:53:41+09,1,11360,26,0,0,1,0
NancyDaCosta/react-3-afternoon,https://github.com/NancyDaCosta/react-3-afternoon,2018-06-13T04:32:14+09,2018-06-26T13:23:30+09,1,11657,13,0,0,1,0
mjbeauchamp/react-3-afternoon,https://github.com/mjbeauchamp/react-3-afternoon,2018-06-13T04:38:57+09,2018-10-16T03:13:01+09,1,11867,16,0,0,1,0
LaraWho/ChatReactApp,https://github.com/LaraWho/ChatReactApp,2018-06-13T04:40:45+09,2018-08-04T05:49:40+09,1,11664,18,0,0,1,0
ErinHales/react-3-afternoon,https://github.com/ErinHales/react-3-afternoon,2018-06-13T04:40:59+09,2018-07-05T04:47:03+09,1,11699,20,0,0,1,0
seankidwell/react-3-afternoon,https://github.com/seankidwell/react-3-afternoon,2018-06-13T04:44:01+09,2018-06-13T06:13:30+09,1,7447,59,0,0,1,0
austingrubb/react-3-afternoon,https://github.com/austingrubb/react-3-afternoon,2018-06-26T12:27:54+09,2018-06-27T08:28:42+09,1,12141,22,0,0,1,0
HarlanHeath/react-3-afternoon,https://github.com/HarlanHeath/react-3-afternoon,2018-06-27T00:06:34+09,2018-06-27T05:57:47+09,1,12209,93,0,0,1,0
DanielleLyn/react-3-afternoon,https://github.com/DanielleLyn/react-3-afternoon,2018-06-27T01:08:06+09,2018-06-27T08:38:54+09,1,12130,14,0,0,1,0
Shuboojuju/react-3-afternoon,https://github.com/Shuboojuju/react-3-afternoon,2018-06-27T01:28:23+09,2018-06-27T08:44:31+09,1,12138,25,0,0,1,0
timbiles/react-3-afternoon,https://github.com/timbiles/react-3-afternoon,2018-06-27T03:03:47+09,2018-06-27T10:23:49+09,2,12206,85,0,0,1,0
JakeWymer/react-3-afternoon,https://github.com/JakeWymer/react-3-afternoon,2018-06-27T03:15:45+09,2018-06-27T04:15:18+09,1,12114,17,0,0,1,0
joshmg88/react-3-afternoon,https://github.com/joshmg88/react-3-afternoon,2018-06-27T03:25:23+09,2018-06-28T01:57:40+09,1,12225,90,0,0,1,0
treygithub/react-3-afternoon,https://github.com/treygithub/react-3-afternoon,2018-06-27T03:28:31+09,2018-07-10T14:13:03+09,6,12237,108,0,0,1,0
Rockydonthurtem/react-3-afternoon,https://github.com/Rockydonthurtem/react-3-afternoon,2018-06-27T03:30:58+09,2018-07-06T07:10:44+09,4,12207,100,0,0,1,0
DM-16/react-3-afternoon,https://github.com/DM-16/react-3-afternoon,2018-06-27T03:31:05+09,2018-06-27T22:46:08+09,1,12151,67,0,0,1,0
Abhishekduggal/react-3-afternoon,https://github.com/Abhishekduggal/react-3-afternoon,2018-06-27T03:31:55+09,2018-06-28T07:19:06+09,2,12194,66,0,0,1,0
AbdulKanjo/react-3-afternoon,https://github.com/AbdulKanjo/react-3-afternoon,2018-06-27T03:36:45+09,2018-06-27T06:21:53+09,1,12205,90,0,0,1,0
KaustubhDeshpandeDev/react-3-afternoon,https://github.com/KaustubhDeshpandeDev/react-3-afternoon,2018-06-27T03:37:16+09,2018-06-27T13:43:12+09,1,30,10,0,0,0,0
kierrad23/react-3-afternoon,https://github.com/kierrad23/react-3-afternoon,2018-06-27T03:37:54+09,2018-06-27T06:48:16+09,1,12197,86,0,0,1,0
blermyjake/react-3-afternoon,https://github.com/blermyjake/react-3-afternoon,2018-06-27T03:38:50+09,2018-10-16T07:06:53+09,3,12145,33,0,0,1,0
sibyldawn/react-3-afternoon,https://github.com/sibyldawn/react-3-afternoon,2018-06-27T06:06:54+09,2018-06-27T08:41:47+09,1,12141,17,0,0,1,0
Olafaloofian/react-3-afternoon,https://github.com/Olafaloofian/react-3-afternoon,2018-06-27T06:11:01+09,2018-06-27T08:59:00+09,1,12822,22,0,0,1,0
mustang0364/react-3-afternoon,https://github.com/mustang0364/react-3-afternoon,2018-06-27T06:14:43+09,2018-06-27T09:10:26+09,1,12130,29,0,0,1,0
arisztid21/react-3-afternoon,https://github.com/arisztid21/react-3-afternoon,2018-06-27T06:17:10+09,2018-08-15T05:55:48+09,1,12128,15,0,0,1,0
stizout/react-3-afternoon,https://github.com/stizout/react-3-afternoon,2018-06-27T06:17:29+09,2018-06-27T08:28:54+09,1,12133,15,0,0,1,0
rexxtwofour/react-3-afternoon,https://github.com/rexxtwofour/react-3-afternoon,2018-06-27T07:32:37+09,2018-07-16T07:06:53+09,1,11371,51,0,0,1,0
Zakery1/react-3-afternoon,https://github.com/Zakery1/react-3-afternoon,2018-06-27T08:06:26+09,2018-06-27T16:42:58+09,1,12151,37,0,0,1,0
hokuzen/react-3-afternoon,https://github.com/hokuzen/react-3-afternoon,2018-07-02T23:23:52+09,2018-07-03T09:58:36+09,2,11364,20,0,0,1,0
mundix34/react-3-afternoon,https://github.com/mundix34/react-3-afternoon,2018-07-03T14:12:09+09,2018-07-04T08:33:10+09,1,12131,9,0,0,1,0
JDavidStevens/react-3-afternoon,https://github.com/JDavidStevens/react-3-afternoon,2018-07-04T03:55:33+09,2018-07-04T11:14:00+09,1,12114,14,1,1,1,0
johsire/react-3-afternoon,https://github.com/johsire/react-3-afternoon,2018-07-04T04:16:25+09,2018-07-04T14:03:47+09,1,11352,13,0,0,1,0
luckYbreaK/react-3-afternoon,https://github.com/luckYbreaK/react-3-afternoon,2018-07-04T04:23:39+09,2018-07-10T13:51:12+09,2,12174,25,0,0,1,0
dkamauoha/react-3-afternoon,https://github.com/dkamauoha/react-3-afternoon,2018-07-04T04:42:35+09,2018-07-04T08:19:21+09,1,58,15,0,0,0,0
rwbrockhoff/react-3-afternoon,https://github.com/rwbrockhoff/react-3-afternoon,2018-07-04T04:44:21+09,2018-07-04T07:37:26+09,1,12121,22,0,3,1,0
michaelmorrisg/react-3-afternoon,https://github.com/michaelmorrisg/react-3-afternoon,2018-07-04T04:47:38+09,2018-07-04T06:32:45+09,1,12112,16,0,0,1,0
timcartr/react-3-afternoon,https://github.com/timcartr/react-3-afternoon,2018-07-04T05:08:18+09,2018-07-04T07:35:47+09,1,12190,16,0,0,2,0
kylebarnett/react-3-afternoon,https://github.com/kylebarnett/react-3-afternoon,2018-07-18T04:09:22+09,2018-07-18T06:04:11+09,1,12116,14,0,0,1,0
Billyblanco/react-3-afternoon,https://github.com/Billyblanco/react-3-afternoon,2018-07-18T04:18:53+09,2018-07-18T08:47:14+09,2,74,18,0,0,0,0
ahart4589/react-3-afternoon,https://github.com/ahart4589/react-3-afternoon,2018-07-18T04:24:18+09,2018-07-18T06:54:35+09,1,12111,16,0,0,1,0
gingersnvps/react-3-afternoon,https://github.com/gingersnvps/react-3-afternoon,2018-07-18T04:26:37+09,2018-07-18T23:37:17+09,1,12155,28,0,0,1,0
IAmAaronHatch/react-3-afternoon,https://github.com/IAmAaronHatch/react-3-afternoon,2018-07-18T04:35:15+09,2018-07-18T06:08:50+09,1,12122,15,0,0,1,0
aaharr78/react-3-afternoon,https://github.com/aaharr78/react-3-afternoon,2018-07-18T04:37:26+09,2018-07-18T06:40:47+09,1,46,16,0,0,0,0
rtilersmith/react-3-afternoon,https://github.com/rtilersmith/react-3-afternoon,2018-07-18T04:38:07+09,2018-07-18T07:05:15+09,1,12151,16,0,0,1,0
BureikuT/react-3-afternoon,https://github.com/BureikuT/react-3-afternoon,2018-07-18T04:41:25+09,2018-07-18T06:50:05+09,1,12260,30,0,0,2,0
Andrewdwatters1/react-3-afternoon,https://github.com/Andrewdwatters1/react-3-afternoon,2018-07-18T04:42:14+09,2018-07-18T07:21:11+09,1,12115,19,0,0,1,0
matthops/react-3-afternoon,https://github.com/matthops/react-3-afternoon,2018-07-24T21:42:57+09,2018-07-31T00:00:23+09,1,12251,109,0,0,1,0
isaiahols/react-3-afternoon,https://github.com/isaiahols/react-3-afternoon,2018-07-31T23:37:26+09,2018-08-02T00:38:21+09,1,12234,79,0,0,1,0
JeffNasson/react-3-afternoon,https://github.com/JeffNasson/react-3-afternoon,2018-08-01T04:31:03+09,2018-09-20T00:45:58+09,1,11896,3,0,0,1,0
brian1959/react-3-afternoon,https://github.com/brian1959/react-3-afternoon,2018-08-01T04:34:09+09,2018-08-01T10:55:50+09,1,12132,19,0,0,1,0
dawsonnelson/react-3-afternoon,https://github.com/dawsonnelson/react-3-afternoon,2018-08-01T05:28:40+09,2018-08-01T08:13:11+09,2,12115,12,0,0,2,0
dennisleprozo/react-3-afternoon,https://github.com/dennisleprozo/react-3-afternoon,2018-08-01T05:32:22+09,2018-08-01T08:33:28+09,1,12129,20,0,0,1,0
BlondeVillain/react-3-afternoon,https://github.com/BlondeVillain/react-3-afternoon,2018-08-07T03:26:07+09,2018-08-17T09:55:34+09,1,12107,71,0,0,2,0
vutran6853/react-3-afternoon,https://github.com/vutran6853/react-3-afternoon,2018-08-10T11:10:31+09,2018-08-16T10:34:29+09,1,12153,44,0,0,1,0
atronssoft/react-3-afternoon,https://github.com/atronssoft/react-3-afternoon,2018-08-11T03:33:23+09,2018-08-21T13:21:59+09,2,12180,86,0,0,1,0
estott10/react-3-afternoon,https://github.com/estott10/react-3-afternoon,2018-08-11T23:34:38+09,2018-08-14T01:12:27+09,1,12142,23,7,8,1,0
JohnMacIsaac/react-3-afternoon,https://github.com/JohnMacIsaac/react-3-afternoon,2018-08-14T13:27:46+09,2018-08-15T08:14:31+09,1,12238,19,0,0,1,0
Rocky1911/react-3-afternoon,https://github.com/Rocky1911/react-3-afternoon,2018-08-15T03:51:49+09,2018-08-15T05:24:45+09,1,12195,87,0,0,1,0
aftabbaig95/react-3-afternoon,https://github.com/aftabbaig95/react-3-afternoon,2018-08-15T03:52:01+09,2018-08-23T05:25:08+09,1,12103,18,0,0,1,0
ericwick/react-3-afternoon,https://github.com/ericwick/react-3-afternoon,2018-08-15T03:52:24+09,2018-08-15T06:31:01+09,1,26177,102,2444,0,15,0
ashgia/react-3-afternoon,https://github.com/ashgia/react-3-afternoon,2018-08-15T03:54:25+09,2018-08-15T06:28:19+09,1,12180,91,0,0,1,0
fireheadlazzo/react-3-afternoon,https://github.com/fireheadlazzo/react-3-afternoon,2018-08-15T03:55:33+09,2018-08-15T11:22:07+09,2,15006,40,0,0,1,0
jay-yu28/react-3-afternoon,https://github.com/jay-yu28/react-3-afternoon,2018-08-15T04:10:07+09,2018-08-15T09:56:23+09,1,12175,87,0,0,1,0
EricDevMountain/react-3-afternoon,https://github.com/EricDevMountain/react-3-afternoon,2018-08-15T04:10:50+09,2018-08-15T05:25:56+09,1,7485,86,0,0,1,0
bjordancodes/react-3-afternoon,https://github.com/bjordancodes/react-3-afternoon,2018-08-15T04:31:30+09,2018-08-15T10:51:37+09,2,12115,14,0,0,2,0
dsdehoyos89/react-3-afternoon,https://github.com/dsdehoyos89/react-3-afternoon,2018-08-15T04:34:35+09,2018-08-15T12:52:03+09,1,12097,9,0,0,1,0
JacobTBralish/react-3-afternoon,https://github.com/JacobTBralish/react-3-afternoon,2018-08-15T05:00:06+09,2018-08-15T08:43:37+09,1,12102,11,0,0,1,0
KaylinAnn/react-3-afternoon,https://github.com/KaylinAnn/react-3-afternoon,2018-08-15T05:33:00+09,2018-08-15T09:05:03+09,1,12180,86,0,0,1,0
sparmar-devmountain/react-3-afternoon,https://github.com/sparmar-devmountain/react-3-afternoon,2018-08-15T06:03:33+09,2018-08-15T07:03:15+09,1,11325,15,0,0,1,0
austincallaghan/react-3-afternoon,https://github.com/austincallaghan/react-3-afternoon,2018-08-15T06:04:06+09,2018-08-15T08:03:48+09,1,11321,27,0,0,1,0
alcarson1023/react-3-afternoon,https://github.com/alcarson1023/react-3-afternoon,2018-08-16T03:51:58+09,2018-08-18T04:27:28+09,1,45,15,0,0,0,0
GarrettYaworski/react-3-afternoon,https://github.com/GarrettYaworski/react-3-afternoon,2018-08-16T05:45:35+09,2018-08-16T05:49:33+09,1,48,20,0,0,0,0
kenabenioni/react-3-afternoon,https://github.com/kenabenioni/react-3-afternoon,2018-08-22T04:55:49+09,2018-08-23T01:01:12+09,1,12083,23,0,0,1,0
Jeremy-Coplen/react-3-afternoon,https://github.com/Jeremy-Coplen/react-3-afternoon,2018-08-22T05:17:19+09,2018-08-25T02:32:50+09,3,12134,19,0,0,1,0
craigapplegate12/react-3-afternoon,https://github.com/craigapplegate12/react-3-afternoon,2018-09-07T11:05:59+09,2018-09-09T04:21:11+09,3,11635,14,0,0,1,0
