nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
Devinbeth/react-3-afternoon,https://github.com/Devinbeth/react-3-afternoon,2018-02-07T07:53:51+09,2018-02-07T12:56:03+09,3,9475,21,0,0,1,0
xanadew/react-3-afternoon,https://github.com/xanadew/react-3-afternoon,2018-02-07T07:54:22+09,2018-02-07T09:11:15+09,1,10229,7,0,0,1,0
marcusko77/react-3-afternoon,https://github.com/marcusko77/react-3-afternoon,2018-02-07T07:56:49+09,2018-02-07T11:11:58+09,1,10257,15,0,0,1,0
dev-potato/react-3-afternoon,https://github.com/dev-potato/react-3-afternoon,2018-02-07T07:59:56+09,2018-02-08T02:05:21+09,1,6768,14,0,0,2,0
mrisby-12/react-3-afternoon,https://github.com/mrisby-12/react-3-afternoon,2018-02-27T05:08:47+09,2018-02-27T08:00:02+09,1,10205,13,0,0,1,0
bkchu/react-3-afternoon,https://github.com/bkchu/react-3-afternoon,2018-02-28T03:58:31+09,2018-02-28T13:20:50+09,5,6865,111,0,0,1,0
kevinptx/react-3-afternoon,https://github.com/kevinptx/react-3-afternoon,2018-02-28T04:32:12+09,2018-02-28T11:20:10+09,2,10356,102,0,0,1,0
DanielPacker-DM12/react-3-afternoon,https://github.com/DanielPacker-DM12/react-3-afternoon,2018-02-28T05:04:10+09,2018-03-01T07:03:24+09,1,10223,18,0,0,1,0
CarterChilds/react-3-afternoon,https://github.com/CarterChilds/react-3-afternoon,2018-03-07T05:47:16+09,2019-03-06T01:38:01+09,1,11828,0,0,0,1,0
Sethlimlee/react-3-afternoon,https://github.com/Sethlimlee/react-3-afternoon,2018-03-07T06:04:34+09,2018-03-10T02:44:05+09,1,11528,13,0,0,1,0
RevHam1/react-3-afternoon,https://github.com/RevHam1/react-3-afternoon,2018-03-07T12:59:36+09,2018-04-15T07:08:13+09,2,11510,16,0,0,1,0
des-tinyDM/react-3-afternoon,https://github.com/des-tinyDM/react-3-afternoon,2018-03-20T22:15:24+09,2018-03-28T03:25:51+09,3,11814,15,0,0,2,0
AliA1997/react-3-afternoon,https://github.com/AliA1997/react-3-afternoon,2018-03-21T02:36:43+09,2018-03-28T12:37:52+09,1,11724,14,0,0,1,0
jnaught-dm13/react-3-afternoon,https://github.com/jnaught-dm13/react-3-afternoon,2018-03-21T03:05:23+09,2018-03-22T03:01:11+09,2,7393,96,0,0,1,0
alexxmitchell/react-3-afternoon,https://github.com/alexxmitchell/react-3-afternoon,2018-03-21T03:06:31+09,2018-03-21T11:27:36+09,1,11818,89,0,0,1,0
BlackshearDevCo/react-3-afternoon,https://github.com/BlackshearDevCo/react-3-afternoon,2018-03-21T03:06:42+09,2018-03-22T09:25:05+09,3,11755,42,0,0,1,0
Jarid11/react-3-afternoon,https://github.com/Jarid11/react-3-afternoon,2018-03-21T03:11:10+09,2018-03-21T08:15:02+09,2,11826,90,0,0,1,0
haydenAn/react-3-afternoon,https://github.com/haydenAn/react-3-afternoon,2018-03-21T03:20:57+09,2018-03-21T08:46:28+09,1,11732,16,0,0,1,0
shanelledeveaux/react-3-afternoon,https://github.com/shanelledeveaux/react-3-afternoon,2018-03-21T03:22:41+09,2018-03-21T23:26:50+09,1,11727,15,0,0,1,0
Wingcraftian/react-3-afternoon,https://github.com/Wingcraftian/react-3-afternoon,2018-03-21T03:32:44+09,2018-03-22T04:32:14+09,1,11744,18,0,0,1,0
Bryan-Espinosa/react-3-afternoon,https://github.com/Bryan-Espinosa/react-3-afternoon,2018-03-21T03:33:36+09,2018-03-22T04:21:47+09,2,11754,26,0,0,2,0
OGCypherpunk/react-3-afternoon,https://github.com/OGCypherpunk/react-3-afternoon,2018-03-21T03:39:57+09,2018-03-29T09:32:07+09,2,11778,37,0,0,1,0
josephiznot/react-3-afternoon,https://github.com/josephiznot/react-3-afternoon,2018-03-21T03:41:09+09,2018-03-21T10:02:08+09,1,11814,91,0,0,1,0
Isaac120z/react-3-afternoon,https://github.com/Isaac120z/react-3-afternoon,2018-03-21T03:43:27+09,2018-03-22T11:28:59+09,1,11754,33,0,0,1,0
WilliamWon/react-3-afternoon,https://github.com/WilliamWon/react-3-afternoon,2018-03-21T03:47:10+09,2018-03-22T03:35:43+09,3,11736,17,0,0,1,0
JacobAndy/react-3-afternoon,https://github.com/JacobAndy/react-3-afternoon,2018-03-21T03:49:57+09,2018-03-22T03:37:37+09,2,11824,102,0,0,1,0
dhansenaz/react-3-afternoon,https://github.com/dhansenaz/react-3-afternoon,2018-03-21T05:30:07+09,2018-03-21T08:21:50+09,1,7289,13,0,0,1,0
GitHunter91/react-3-afternoon,https://github.com/GitHunter91/react-3-afternoon,2018-03-21T06:01:57+09,2018-03-21T12:37:58+09,1,11746,16,0,0,1,0
thenex7episode/react-3-afternoon,https://github.com/thenex7episode/react-3-afternoon,2018-03-21T06:02:50+09,2018-03-21T09:05:33+09,1,11732,17,0,0,1,0
Manisha11sep/react-3-afternoon,https://github.com/Manisha11sep/react-3-afternoon,2018-03-21T06:27:17+09,2018-03-22T05:30:46+09,1,70,24,0,0,0,0
berheet/react-3-afternoon,https://github.com/berheet/react-3-afternoon,2018-03-22T05:00:28+09,2018-03-22T05:29:35+09,1,11816,100,0,0,1,0
bikerstevewebdev/react-3-afternoon,https://github.com/bikerstevewebdev/react-3-afternoon,2018-03-27T11:33:00+09,2018-03-28T08:27:20+09,1,11931,40,0,0,1,0
Yenalgloshi/react-3-afternoon,https://github.com/Yenalgloshi/react-3-afternoon,2018-03-27T13:19:23+09,2018-03-28T07:22:18+09,1,11762,15,0,0,1,0
jacobjburton/react-3-afternoon,https://github.com/jacobjburton/react-3-afternoon,2018-03-28T01:23:11+09,2018-03-28T06:11:13+09,1,11794,29,0,0,1,0
stevenwright1012/react-3-afternoon,https://github.com/stevenwright1012/react-3-afternoon,2018-03-28T02:00:04+09,2018-03-28T08:21:13+09,1,11803,23,0,0,1,0
zacklamoreaux/react-3-afternoon,https://github.com/zacklamoreaux/react-3-afternoon,2018-03-28T04:05:30+09,2018-03-28T05:45:13+09,1,11773,12,0,0,1,0
rickcarosa/react-3-afternoon,https://github.com/rickcarosa/react-3-afternoon,2018-03-28T04:25:28+09,2018-03-28T07:21:17+09,1,11774,18,0,0,1,0
SkySor44/react-3-afternoon,https://github.com/SkySor44/react-3-afternoon,2018-03-28T04:28:51+09,2018-03-28T05:54:34+09,1,11767,17,0,0,1,0
jacoblafemadsen/react-3-afternoon,https://github.com/jacoblafemadsen/react-3-afternoon,2018-03-28T04:35:25+09,2018-03-28T06:18:27+09,1,11777,16,0,0,1,0
kapland26/react-3-afternoon,https://github.com/kapland26/react-3-afternoon,2018-03-28T04:40:01+09,2018-03-28T06:48:33+09,1,11771,17,0,0,1,0
