nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files,commitedDate_unix,commitedDate_norm,commit_count_norm,insertion_lines_norm,deletion_lines_norm,insertion_lines_readme_norm,deletion_lines_readme_norm,create_files_norm,delete_files_norm,score
SheaClose/framework-shop,https://github.com/SheaClose/framework-shop,2017-04-14T02:28:04+09,2017-04-14 03:19:40+09:00,1,8,14,0,0,0,0,1492107580,0.0,0.0,0.0005927096710461326,0.013605442176870748,0.0,0.0,0.0,,
mrgaud/framework-shop,https://github.com/mrgaud/framework-shop,2017-04-14T03:34:32+09,2017-04-14 07:32:11+09:00,1,221,87,0,0,3,0,1492122731,0.0005695177172409751,0.0,0.021633902993183837,0.08454810495626822,0.0,0.0,0.25,,
qais11/framework-shop,https://github.com/qais11/framework-shop,2017-04-14T03:40:18+09,2017-04-14 07:07:58+09:00,1,152,47,0,0,3,0,1492121278,0.0005149002501991207,0.0,0.014817741776153314,0.0456754130223518,0.0,0.0,0.25,,
jonathanrcrook/framework-shop,https://github.com/jonathanrcrook/framework-shop,2017-04-14T03:41:08+09,2017-04-14 07:01:23+09:00,1,130,24,0,0,3,0,1492120883,0.0005000524184843702,0.0,0.012644472982317495,0.023323615160349854,0.0,0.0,0.25,,
daanishnasir/framework-shop,https://github.com/daanishnasir/framework-shop,2017-04-14T03:42:35+09,2017-04-14 06:36:32+09:00,2,154,36,0,0,3,0,1492119392,0.00044400655244210936,0.14285714285714285,0.015015311666502025,0.03498542274052478,0.0,0.0,0.25,,
bfletcherbiggs/framework-shop,https://github.com/bfletcherbiggs/framework-shop,2017-04-14T03:59:03+09,2017-04-14 11:32:22+09:00,1,217,38,0,0,4,0,1492137142,0.001111219243421405,0.0,0.021238763212486418,0.0369290573372206,0.0,0.0,0.3333333333333333,,
jmitchell0528/framework-shop,https://github.com/jmitchell0528/framework-shop,2017-04-14T04:42:08+09,2017-04-14 11:49:27+09:00,1,136,25,0,0,3,0,1492138167,0.0011497484269849983,0.0,0.013237182653363627,0.024295432458697766,0.0,0.0,0.25,,
bluecherryme/framework-shop,https://github.com/bluecherryme/framework-shop,2017-06-19T23:37:16+09,2017-06-20 06:27:16+09:00,1,147,40,0,0,3,0,1497907636,0.2180208998079217,0.0,0.014323817050281537,0.038872691933916424,0.0,0.0,0.25,,
jaygraygray/framework-shop,https://github.com/jaygraygray/framework-shop,2017-06-19T23:43:01+09,2017-06-20 03:21:07+09:00,1,6109,3,0,0,2,0,1497896467,0.21760106327014433,0.0,0.6032796601797886,0.0029154518950437317,0.0,0.0,0.16666666666666666,,
mitch-foster/framework-shop,https://github.com/mitch-foster/framework-shop,2017-06-19T23:57:29+09,2017-06-20 11:42:46+09:00,1,6303,71,0,0,4,0,1497926566,0.21873246804680835,0.0,0.6224439395436135,0.06899902818270165,0.0,0.0,0.3333333333333333,,
lpabst/framework-shop,https://github.com/lpabst/framework-shop,2017-06-20T00:15:47+09,2017-06-20 05:20:54+09:00,3,142,35,0,0,3,0,1497903654,0.21787121862845804,0.2857142857142857,0.01382989232440976,0.034013605442176874,0.0,0.0,0.25,,
rnoelle/framework-shop,https://github.com/rnoelle/framework-shop,2017-06-20T00:45:05+09,2017-06-20 02:38:52+09:00,1,6073,34,0,0,4,0,1497893932,0.2175057740210383,0.0,0.5997234021535118,0.03304178814382896,0.0,0.0,0.3333333333333333,,
