nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
tenondecrpc/real-estate-app-ui,https://github.com/tenondecrpc/real-estate-app-ui,2018-10-10T05:26:54+09,2018-10-19T03:18:17+09,4,879,71,0,0,0,0
arshadalis/real-estate-app-ui,https://github.com/arshadalis/real-estate-app-ui,2022-06-28T01:41:41+09,2022-06-28T03:08:19+09,2,27807,2313,15,0,7,0
curtwortman/real-estate-app-ui,https://github.com/curtwortman/real-estate-app-ui,2022-11-28T03:47:30+09,2022-11-28T03:48:18+09,1,14440,2,0,0,1,0
