nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files,commitedDate_unix,commitedDate_norm,commit_count_norm,insertion_lines_norm,deletion_lines_norm,insertion_lines_readme_norm,deletion_lines_readme_norm,create_files_norm,delete_files_norm,score
mattuylee/wxbot,https://github.com/mattuylee/wxbot,2021-05-04T14:57:17+09,2021-05-19 16:14:58+09:00,6,665,4613,38,870,2,30,1621408498,0.8918964884772684,0.07692307692307693,0.028688524590163935,1.0,0.2275449101796407,1.0,0.010582010582010581,1.0,0.52945437634402
bobolau/wxrobot,https://github.com/bobolau/wxrobot,2017-01-03T12:16:01+09,2019-12-25 12:08:21+09:00,66,5284,883,120,731,29,4,1577243301,0.6427890480460146,1.0,0.22795513373597928,0.19141556470843268,0.718562874251497,0.8402298850574713,0.15343915343915343,0.13333333333333333,0.4884656240714852
xzlxiao/WeixinBot,https://github.com/xzlxiao/WeixinBot,2016-11-14T20:38:39+09,2019-08-06 00:12:07+09:00,52,4055,163,165,43,24,4,1565017927,0.5738335846422217,0.7846153846153846,0.17493528904227781,0.03533492304357251,0.9880239520958084,0.04942528735632184,0.12698412698412698,0.13333333333333333,0.3583107351391309
xiandan-erizo/WeixinBot,https://github.com/xiandan-erizo/WeixinBot,2021-12-27T12:01:10+09,2021-12-27 12:09:37+09:00,1,52,3829,0,84,1,23,1640574577,1.0,0.0,0.0022433132010353752,0.8300455235204856,0.0,0.09655172413793103,0.005291005291005291,0.7666666666666667,0.3375997791021405
tonghuaroot/WeixinBot,https://github.com/tonghuaroot/WeixinBot,2017-03-30T18:14:24+09,2019-06-25 19:00:08+09:00,39,3934,66,165,43,24,5,1561456808,0.5537476051964353,0.5846153846153846,0.16971527178602244,0.014307392152612184,0.9880239520958084,0.04942528735632184,0.12698412698412698,0.16666666666666666,0.3316857108566723
cc2cc/WeixinBot,https://github.com/cc2cc/WeixinBot,2016-09-16T13:05:39+09,2017-06-08 17:31:46+09:00,59,4120,167,166,42,24,4,1496910706,0.18968460194447104,0.8923076923076924,0.17773943054357205,0.036202037719488406,0.9940119760479041,0.04827586206896552,0.12698412698412698,0.13333333333333333,0.3248173826186942
daimon99/WeixinBot,https://github.com/daimon99/WeixinBot,2017-01-05T16:00:52+09,2017-08-25 12:32:22+09:00,45,4049,163,167,43,24,4,1503631942,0.22759476673994108,0.676923076923077,0.17467644521138914,0.03533492304357251,1.0,0.04942528735632184,0.12698412698412698,0.13333333333333333,0.3030339949489702
yuvisu/WeixinBot,https://github.com/yuvisu/WeixinBot,2016-11-19T12:55:50+09,2016-11-20 20:59:50+09:00,6,638,1177,0,761,5,12,1479643190,0.09228966191135572,0.07692307692307693,0.027523727351164796,0.2551484933882506,0.0,0.8747126436781609,0.026455026455026454,0.4,0.21913157871337943
xyzsss/WeixinBot,https://github.com/xyzsss/WeixinBot,2016-05-08T22:36:42+09,2016-12-31 21:54:30+09:00,12,408,918,17,735,4,8,1483188870,0.1122885598985715,0.16923076923076924,0.017601380500431408,0.19900281812269674,0.10179640718562874,0.8448275862068966,0.021164021164021163,0.26666666666666666,0.21657227612196026
DIYgod/WeixinBot-for-hitokoto,https://github.com/DIYgod/WeixinBot-for-hitokoto,2016-09-11T03:59:10+09,2016-09-11 14:41:25+09:00,8,46,764,10,752,1,8,1473572485,0.05804872364126908,0.1076923076923077,0.001984469370146678,0.16561890309993496,0.059880239520958084,0.864367816091954,0.005291005291005291,0.26666666666666666,0.1911937664217803
MrLiZ/WeixinBot,https://github.com/MrLiZ/WeixinBot,2016-07-08T18:22:19+09,2016-07-13 12:22:55+09:00,3,23180,22,0,0,82,0,1468380175,0.028762246009897845,0.03076923076923077,1.0,0.004769130717537394,0.0,0.0,0.43386243386243384,0.0,0.18727038016988745
n0whereRuoxi/WeixinBot,https://github.com/n0whereRuoxi/WeixinBot,2017-01-07T03:54:30+09,2017-01-08 09:48:14+09:00,9,2077,740,10,740,15,0,1483836494,0.11594138990863238,0.12307692307692308,0.08960310612597067,0.16041621504443962,0.059880239520958084,0.8505747126436781,0.07936507936507936,0.0,0.18485720821071014
perixiaowan/WeixinBot,https://github.com/perixiaowan/WeixinBot,2017-08-25T11:34:51+09,2017-08-25 17:30:54+09:00,1,208,9,0,0,189,0,1503649854,0.22769579679926596,0.0,0.008973252804141501,0.0019510080208107522,0.0,0.0,1.0,0.0,0.15482750720302726
SuperXiaoxiong/WeixinBot,https://github.com/SuperXiaoxiong/WeixinBot,2016-10-02T12:55:18+09,2017-03-01 19:29:35+09:00,50,2262,64,0,0,13,0,1488364175,0.1414791232736442,0.7538461538461538,0.09758412424503883,0.013873834814654238,0.0,0.0,0.06878306878306878,0.0,0.13444578812032
dubyoo/WeixinBot,https://github.com/dubyoo/WeixinBot,2018-11-12T16:12:28+09,2018-11-30 18:16:30+09:00,13,173,1236,0,0,0,2,1543569390,0.4528561971063969,0.18461538461538463,0.0074633304572907675,0.26793843485801,0.0,0.0,0.0,0.06666666666666667,0.12244250171296862
lijiarui/WeixinBot,https://github.com/lijiarui/WeixinBot,2016-10-17T12:30:39+09,2017-08-14 17:26:45+09:00,43,222,115,9,1,2,0,1502699205,0.22233379786742533,0.6461538461538462,0.009577221742881795,0.024929546932581835,0.05389221556886228,0.0011494252873563218,0.010582010582010581,0.0,0.12107725801687054
Shaoming-Song/WeixinBot,https://github.com/Shaoming-Song/WeixinBot,2017-02-14T14:35:59+09,2017-03-24 09:59:09+09:00,34,1223,81,0,0,22,0,1490317149,0.152494592181635,0.5076923076923077,0.05276100086281277,0.01755907218729677,0.0,0.0,0.1164021164021164,0.0,0.10586363616577107
buaagg/WeixinBot,https://github.com/buaagg/WeixinBot,2016-07-21T23:42:52+09,2016-07-24 18:44:10+09:00,24,350,321,40,11,0,0,1469353450,0.03425186363994552,0.35384615384615387,0.015099223468507334,0.06958595274225016,0.23952095808383234,0.01264367816091954,0.0,0.0,0.09061847874270108
ilaotan/WeixinBot,https://github.com/ilaotan/WeixinBot,2017-07-11T00:40:05+09,2019-06-25 19:00:08+09:00,8,3,5,3,5,0,0,1561456808,0.5537476051964353,0.1076923076923077,0.0001294219154443486,0.0010838933448948623,0.017964071856287425,0.005747126436781609,0.0,0.0,0.0857955533052689
saiawam/WeixinBot,https://github.com/saiawam/WeixinBot,2019-11-27T15:17:45+09,2019-11-27 17:42:00+09:00,1,17,0,0,0,1,0,1574844120,0.6292568127422459,0.0,0.000733390854184642,0.0,0.0,0.0,0.005291005291005291,0.0,0.07941015111092947
winnerineast/WeixinBot,https://github.com/winnerineast/WeixinBot,2017-04-17T11:00:13+09,2017-09-15 10:51:26+09:00,20,122,56,2,2,1,0,1505440286,0.23779447093823133,0.2923076923076923,0.005263157894736842,0.012139605462822459,0.011976047904191617,0.0022988505747126436,0.005291005291005291,0.0,0.07088385379667406
retanoj/WeixinBot,https://github.com/retanoj/WeixinBot,2016-08-26T13:04:40+09,2016-08-30 00:10:29+09:00,4,185,359,0,0,3,11,1472483429,0.05190605993603757,0.046153846153846156,0.007981018119068163,0.07782354216345112,0.0,0.0,0.015873015873015872,0.36666666666666664,0.0708005186140107
soitun/WeixinBot,https://github.com/soitun/WeixinBot,2018-06-08T16:38:25+09,2019-06-25 19:00:08+09:00,1,0,0,0,0,0,0,1561456808,0.5537476051964353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06921845064955441
sun1023/WeixinBot,https://github.com/sun1023/WeixinBot,2018-02-27T18:05:28+09,2019-06-25 19:00:08+09:00,1,0,0,0,0,0,0,1561456808,0.5537476051964353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06921845064955441
Wechat-Group/WeixinBot,https://github.com/Wechat-Group/WeixinBot,2016-10-14T12:42:08+09,2019-04-22 14:42:25+09:00,2,0,0,0,0,0,0,1555911745,0.5224714750127513,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.06723201129967082
wilin52/WeixinBot,https://github.com/wilin52/WeixinBot,2018-08-23T19:20:15+09,2018-08-24 12:21:54+09:00,2,61,18,5,1,1,0,1535080914,0.40497816931174835,0.015384615384615385,0.002631578947368421,0.0039020160416215043,0.029940119760479042,0.0011494252873563218,0.005291005291005291,0.0,0.05790961625302429
zsy2504/WeixinBot,https://github.com/zsy2504/WeixinBot,2018-01-11T07:56:47+09,2018-01-15 00:31:26+09:00,3,26,0,21,0,1,0,1515943886,0.29703851577547546,0.03076923076923077,0.0011216566005176876,0.0,0.12574850299401197,0.0,0.005291005291005291,0.0,0.05749611392878015
kirahan/WeixinBot,https://github.com/kirahan/WeixinBot,2016-05-11T04:55:03+09,2016-05-19 03:17:17+09:00,9,2380,47,0,0,40,0,1463595437,0.0017746196145223807,0.12307692307692308,0.10267471958584987,0.010188597442011706,0.0,0.0,0.21164021164021163,0.0,0.05616938391993983
uglyaya/WeixinBot,https://github.com/uglyaya/WeixinBot,2017-05-07T17:26:44+09,2017-05-23 02:07:45+09:00,9,886,368,0,0,3,0,1495472865,0.18157466662012245,0.12307692307692308,0.03822260569456428,0.07977455018426187,0.0,0.0,0.015873015873015872,0.0,0.054815220181110944
zackery-chung/WeixinBot,https://github.com/zackery-chung/WeixinBot,2016-10-26T15:03:11+09,2017-02-27 09:47:49+09:00,16,130,106,0,0,1,0,1488156469,0.14030758745954575,0.23076923076923078,0.0056082830025884385,0.022978538911771082,0.0,0.0,0.005291005291005291,0.0,0.05061933067926767
loy6491/WeixinBot,https://github.com/loy6491/WeixinBot,2018-05-03T19:14:37+09,2018-05-03 19:33:17+09:00,4,3,3,0,0,0,0,1525343597,0.3500562335047432,0.046153846153846156,0.0001294219154443486,0.0006503360069369175,0.0,0.0,0.0,0.0,0.04962372969762133
mazelinux/WeixinBot,https://github.com/mazelinux/WeixinBot,2017-04-20T14:59:16+09,2017-05-21 17:04:31+09:00,9,242,60,9,3,1,0,1495353871,0.18090349808063474,0.12307692307692308,0.010440034512510785,0.013006720138738348,0.05389221556886228,0.0034482758620689655,0.005291005291005291,0.0,0.048757334066342944
SES-xuelan/WeixinBot,https://github.com/SES-xuelan/WeixinBot,2016-10-13T10:28:02+09,2017-03-07 10:39:45+09:00,7,338,99,11,4,4,0,1488850785,0.14422377697887398,0.09230769230769231,0.01458153580672994,0.021461088228918273,0.0658682634730539,0.004597701149425287,0.021164021164021163,0.0,0.045525509888589354
Zjianglin/WeixinBot,https://github.com/Zjianglin/WeixinBot,2016-08-20T18:54:19+09,2016-08-21 14:09:31+09:00,4,4132,1,0,0,14,0,1471756171,0.04780406580447844,0.046153846153846156,0.17825711820534945,0.00021677866897897247,0.0,0.0,0.07407407407407407,0.0,0.043313235363340884
externIE/WeixinBot,https://github.com/externIE/WeixinBot,2016-09-08T21:06:04+09,2016-10-13 21:01:24+09:00,11,1087,83,0,0,9,0,1476360084,0.07377177479937268,0.15384615384615385,0.04689387402933563,0.017992629525254714,0.0,0.0,0.047619047619047616,0.0,0.042515434977395565
