nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files
uniwin/WeixinBot,https://github.com/uniwin/WeixinBot,2016-05-05T13:06:28+09,2016-10-09T01:36:17+09,5,147,0,13,0,1,0
xyzsss/WeixinBot,https://github.com/xyzsss/WeixinBot,2016-05-08T22:36:42+09,2016-12-31T21:54:30+09,12,408,918,17,735,4,8
kirahan/WeixinBot,https://github.com/kirahan/WeixinBot,2016-05-11T04:55:03+09,2016-05-19T03:17:17+09,9,2380,47,0,0,40,0
kaizhuQin/WeixinBot,https://github.com/kaizhuQin/WeixinBot,2016-05-14T21:03:35+09,2016-05-15T11:53:28+09,1,533,6,0,0,13,0
JasLin/WeixinBot,https://github.com/JasLin/WeixinBot,2016-05-22T13:39:42+09,2016-05-26T12:38:08+09,4,243,1,0,0,1,0
huangming/WeixinBot,https://github.com/huangming/WeixinBot,2016-05-28T20:25:55+09,2016-05-29T10:56:23+09,2,121,73,0,0,0,0
fmnisme/WeixinBot,https://github.com/fmnisme/WeixinBot,2016-06-11T13:59:16+09,2016-06-11T14:05:34+09,1,96,0,0,0,1,0
Vanilleeis/WeixinBot,https://github.com/Vanilleeis/WeixinBot,2016-06-16T22:17:19+09,2016-06-21T15:47:44+09,1,10,10,0,0,0,0
bingtanguan/WeixinBot,https://github.com/bingtanguan/WeixinBot,2016-06-23T18:16:09+09,2017-03-29T23:48:52+09,1,1,0,0,0,1,0
datty258/WeixinBot,https://github.com/datty258/WeixinBot,2016-06-28T19:11:19+09,2016-06-28T19:13:59+09,1,14,14,14,14,0,0
MrLiZ/WeixinBot,https://github.com/MrLiZ/WeixinBot,2016-07-08T18:22:19+09,2016-07-13T12:22:55+09,3,23180,22,0,0,82,0
buaagg/WeixinBot,https://github.com/buaagg/WeixinBot,2016-07-21T23:42:52+09,2016-07-24T18:44:10+09,24,350,321,40,11,0,0
jindongh/WeixinBot,https://github.com/jindongh/WeixinBot,2016-07-23T16:18:35+09,2016-07-25T07:45:09+09,6,43,14,0,0,0,0
kafan15536900/WeixinBot,https://github.com/kafan15536900/WeixinBot,2016-08-07T22:42:21+09,2016-08-08T21:31:03+09,2,57,30,0,0,0,0
csrgxtu/WeixinBot,https://github.com/csrgxtu/WeixinBot,2016-08-19T14:48:50+09,2016-08-19T16:44:32+09,8,43,9,0,0,0,0
Zjianglin/WeixinBot,https://github.com/Zjianglin/WeixinBot,2016-08-20T18:54:19+09,2016-08-21T14:09:31+09,4,4132,1,0,0,14,0
retanoj/WeixinBot,https://github.com/retanoj/WeixinBot,2016-08-26T13:04:40+09,2016-08-30T00:10:29+09,4,185,359,0,0,3,11
externIE/WeixinBot,https://github.com/externIE/WeixinBot,2016-09-08T21:06:04+09,2016-10-13T21:01:24+09,11,1087,83,0,0,9,0
DIYgod/WeixinBot-for-hitokoto,https://github.com/DIYgod/WeixinBot-for-hitokoto,2016-09-11T03:59:10+09,2016-09-11T14:41:25+09,8,46,764,10,752,1,8
zlexdl/WeixinBot,https://github.com/zlexdl/WeixinBot,2016-09-11T22:04:13+09,2016-09-11T22:12:57+09,1,10,1,0,0,0,0
cc2cc/WeixinBot,https://github.com/cc2cc/WeixinBot,2016-09-16T13:05:39+09,2017-06-08T17:31:46+09,59,4120,167,166,42,24,4
tankle/WeixinBot,https://github.com/tankle/WeixinBot,2016-09-19T20:11:39+09,2016-09-23T19:25:46+09,2,72,5,0,0,0,0
buluzhai/WeixinBot,https://github.com/buluzhai/WeixinBot,2016-09-20T12:24:51+09,2016-09-28T02:32:23+09,5,20,12,0,0,0,0
yarkcy/WeixinBot,https://github.com/yarkcy/WeixinBot,2016-09-27T11:57:38+09,2016-10-11T00:43:57+09,1,16,2,0,0,1,0
SuperXiaoxiong/WeixinBot,https://github.com/SuperXiaoxiong/WeixinBot,2016-10-02T12:55:18+09,2017-03-01T19:29:35+09,50,2262,64,0,0,13,0
suishaojian/WeixinBot,https://github.com/suishaojian/WeixinBot,2016-10-08T00:40:22+09,2016-10-10T15:42:36+09,2,0,0,0,0,0,0
chenmingang/WeixinBot,https://github.com/chenmingang/WeixinBot,2016-10-08T19:59:37+09,2016-10-08T20:00:43+09,1,7,1,0,0,0,0
SES-xuelan/WeixinBot,https://github.com/SES-xuelan/WeixinBot,2016-10-13T10:28:02+09,2017-03-07T10:39:45+09,7,338,99,11,4,4,0
Wechat-Group/WeixinBot,https://github.com/Wechat-Group/WeixinBot,2016-10-14T12:42:08+09,2019-04-22T14:42:25+09,2,0,0,0,0,0,0
Neal-Yi/WeixinBot,https://github.com/Neal-Yi/WeixinBot,2016-10-15T01:21:26+09,2016-10-15T01:44:01+09,2,18,10,0,0,0,0
lijiarui/WeixinBot,https://github.com/lijiarui/WeixinBot,2016-10-17T12:30:39+09,2017-08-14T17:26:45+09,43,222,115,9,1,2,0
cool-lab/WeixinBot,https://github.com/cool-lab/WeixinBot,2016-10-25T19:25:36+09,2016-10-25T19:31:40+09,1,3,4,0,0,0,0
zackery-chung/WeixinBot,https://github.com/zackery-chung/WeixinBot,2016-10-26T15:03:11+09,2017-02-27T09:47:49+09,16,130,106,0,0,1,0
sunhk25/WeixinBot,https://github.com/sunhk25/WeixinBot,2016-10-27T11:17:24+09,2016-11-02T10:57:20+09,1,95,19,0,0,0,0
hdjace/WeixinBot,https://github.com/hdjace/WeixinBot,2016-11-07T15:59:08+09,2016-11-07T16:01:14+09,1,26,14,0,0,0,0
xzlxiao/WeixinBot,https://github.com/xzlxiao/WeixinBot,2016-11-14T20:38:39+09,2019-08-06T00:12:07+09,52,4055,163,165,43,24,4
jseagull/WeixinBot,https://github.com/jseagull/WeixinBot,2016-11-16T11:52:16+09,2016-11-16T12:03:34+09,1,3,3,0,0,0,0
yuvisu/WeixinBot,https://github.com/yuvisu/WeixinBot,2016-11-19T12:55:50+09,2016-11-20T20:59:50+09,6,638,1177,0,761,5,12
yanxurui/WeixinBot,https://github.com/yanxurui/WeixinBot,2016-11-22T15:40:47+09,2016-11-22T15:44:48+09,1,11,3,0,0,0,0
turpure/WeixinBot,https://github.com/turpure/WeixinBot,2016-11-26T09:53:17+09,2016-11-26T17:56:58+09,1,1,0,0,0,0,0
firekay/WeixinBot,https://github.com/firekay/WeixinBot,2017-01-02T11:17:58+09,2017-01-02T23:48:49+09,4,58,34,0,0,0,0
bobolau/wxrobot,https://github.com/bobolau/wxrobot,2017-01-03T12:16:01+09,2019-12-25T12:08:21+09,66,5284,883,120,731,29,4
daimon99/WeixinBot,https://github.com/daimon99/WeixinBot,2017-01-05T16:00:52+09,2017-08-25T12:32:22+09,45,4049,163,167,43,24,4
n0whereRuoxi/WeixinBot,https://github.com/n0whereRuoxi/WeixinBot,2017-01-07T03:54:30+09,2017-01-08T09:48:14+09,9,2077,740,10,740,15,0
utopia-project/WeixinBot,https://github.com/utopia-project/WeixinBot,2017-01-11T00:06:49+09,2017-01-31T11:38:39+09,2,751,50,0,0,2,0
Shaoming-Song/WeixinBot,https://github.com/Shaoming-Song/WeixinBot,2017-02-14T14:35:59+09,2017-03-24T09:59:09+09,34,1223,81,0,0,22,0
EigenLab/WeixinBot,https://github.com/EigenLab/WeixinBot,2017-02-14T21:20:44+09,2017-02-14T21:29:18+09,1,14,6,0,0,0,0
tonghuaroot/WeixinBot,https://github.com/tonghuaroot/WeixinBot,2017-03-30T18:14:24+09,2019-06-25T19:00:08+09,39,3934,66,165,43,24,5
doitliao/WeixinBot,https://github.com/doitliao/WeixinBot,2017-03-30T19:00:57+09,2017-04-09T04:03:28+09,2,65,21,0,0,0,0
orangle/SimpleWxBot,https://github.com/orangle/SimpleWxBot,2017-04-07T20:07:40+09,2017-04-07T21:56:23+09,3,92,106,14,14,0,0
newle/WeixinBot,https://github.com/newle/WeixinBot,2017-04-16T16:36:03+09,2017-04-17T02:13:16+09,1,86,31,0,0,1,0
winnerineast/WeixinBot,https://github.com/winnerineast/WeixinBot,2017-04-17T11:00:13+09,2017-09-15T10:51:26+09,20,122,56,2,2,1,0
xiawenq/WeixinBot,https://github.com/xiawenq/WeixinBot,2017-04-19T18:05:30+09,2017-04-19T18:19:40+09,1,1,1,1,1,0,0
mazelinux/WeixinBot,https://github.com/mazelinux/WeixinBot,2017-04-20T14:59:16+09,2017-05-21T17:04:31+09,9,242,60,9,3,1,0
yaphone/WeixinBot,https://github.com/yaphone/WeixinBot,2017-05-07T14:16:49+09,2017-05-07T14:19:34+09,1,1,0,0,0,0,0
uglyaya/WeixinBot,https://github.com/uglyaya/WeixinBot,2017-05-07T17:26:44+09,2017-05-23T02:07:45+09,9,886,368,0,0,3,0
yesmt09/WeixinBot,https://github.com/yesmt09/WeixinBot,2017-06-20T10:48:33+09,2017-06-20T10:49:44+09,1,97,30,0,0,0,0
1398491991/WeixinBot,https://github.com/1398491991/WeixinBot,2017-07-07T11:02:32+09,2017-07-07T11:06:13+09,1,17,1,0,0,0,0
ilaotan/WeixinBot,https://github.com/ilaotan/WeixinBot,2017-07-11T00:40:05+09,2019-06-25T19:00:08+09,8,3,5,3,5,0,0
toosim/WeixinBot,https://github.com/toosim/WeixinBot,2017-08-07T14:02:11+09,2017-08-25T12:14:14+09,1,3,3,0,0,0,0
EpicKim/WeixinBot,https://github.com/EpicKim/WeixinBot,2017-08-22T10:11:51+09,2017-08-28T21:56:46+09,3,16,9,0,0,0,0
perixiaowan/WeixinBot,https://github.com/perixiaowan/WeixinBot,2017-08-25T11:34:51+09,2017-08-25T17:30:54+09,1,208,9,0,0,189,0
l376571926/WeixinBot,https://github.com/l376571926/WeixinBot,2017-09-04T00:45:02+09,2017-11-15T22:07:41+09,3,3,5,3,5,0,0
mack007liu/WeixinBot,https://github.com/mack007liu/WeixinBot,2017-11-24T18:08:04+09,2017-11-27T17:05:20+09,1,6,3,0,0,0,0
Guangdinghou/WeixinBot,https://github.com/Guangdinghou/WeixinBot,2017-12-04T16:03:39+09,2017-12-04T18:26:54+09,1,12,9,0,0,0,0
cgddgc/WeixinBot,https://github.com/cgddgc/WeixinBot,2017-12-13T15:53:17+09,2017-12-13T19:30:23+09,2,33,9,0,0,3,0
dulangnet/WeixinBot,https://github.com/dulangnet/WeixinBot,2017-12-21T16:32:22+09,2017-12-21T16:44:34+09,1,2,2,0,0,0,0
xiegeyang/WeixinBot,https://github.com/xiegeyang/WeixinBot,2018-01-02T09:55:53+09,2018-01-03T04:51:04+09,3,29,12,0,0,0,0
zsy2504/WeixinBot,https://github.com/zsy2504/WeixinBot,2018-01-11T07:56:47+09,2018-01-15T00:31:26+09,3,26,0,21,0,1,0
sun1023/WeixinBot,https://github.com/sun1023/WeixinBot,2018-02-27T18:05:28+09,2019-06-25T19:00:08+09,1,0,0,0,0,0,0
loy6491/WeixinBot,https://github.com/loy6491/WeixinBot,2018-05-03T19:14:37+09,2018-05-03T19:33:17+09,4,3,3,0,0,0,0
soitun/WeixinBot,https://github.com/soitun/WeixinBot,2018-06-08T16:38:25+09,2019-06-25T19:00:08+09,1,0,0,0,0,0,0
wilin52/WeixinBot,https://github.com/wilin52/WeixinBot,2018-08-23T19:20:15+09,2018-08-24T12:21:54+09,2,61,18,5,1,1,0
dubyoo/WeixinBot,https://github.com/dubyoo/WeixinBot,2018-11-12T16:12:28+09,2018-11-30T18:16:30+09,13,173,1236,0,0,0,2
saiawam/WeixinBot,https://github.com/saiawam/WeixinBot,2019-11-27T15:17:45+09,2019-11-27T17:42:00+09,1,17,0,0,0,1,0
mattuylee/wxbot,https://github.com/mattuylee/wxbot,2021-05-04T14:57:17+09,2021-05-19T16:14:58+09,6,665,4613,38,870,2,30
xiandan-erizo/WeixinBot,https://github.com/xiandan-erizo/WeixinBot,2021-12-27T12:01:10+09,2021-12-27T12:09:37+09,1,52,3829,0,84,1,23
